Title,Storyline
Daghabaaz Dil,"Long-feuding families unite through grandma's wish for an arranged marriage between reluctant Faris and Zoya, who unexpectedly fall in love amid comedic trials."
Dan Da Dan: First Encounter,Momo Ayase is a school girl who meets her classmate Ken Takakura (named after the actor). Their unlikely friendship will face them against ghosts and aliens in a series of dark and funny adventures.
Dance Dance Dance,An adventure between a photographer and a surveyor.
Dandelion,"It follows a singer-songwriter in a downward spiral as she takes a last effort gig at a motorcycle rally in South Dakota where she meets Casey, a guitarist who walked away from his dream long ago."
Dangerous Feelings,A young woman finds her entire world shaken up when an old flame walks back in her life after being released from prison and refuses to let her go.
Daniela Forever,Follows a man as he joins a sleep trial that allows him to rebuild his life with his girlfriend who died in an accident through the use of lucid dreams.
"Dao, Pho Va Piano","In 1946 Hanoi battle, a Hanoian fighter hides at pho vendors' homes to retrieve arms from French soldiers, offering pho as a bargain for chives."
Darkest Miriam,"Miriam Gordon lives in a fog of grief while working in a downtown public library branch. When a burgeoning love-affair coincides with her receiving a series of oddly threatening letters, Miriam's sheltered existence is cracked open."
Dating A Narcissist,"Angie finds out Christopher is not the man she thought he was, he turns out to be a man with narcissistic personality disorder."
DeAr,A newly married couple faces challenges when the wife's snoring interrupts the husband's sleep. Their struggles depict the compromises needed for a lasting marriage.
Deewaar Ke Us Paar (beyond the Wall),N/A
Dekha Howar Kotha Chilo,"When fate brings together two strangers on a bus journey, they start to bond and grow feelings for each other. The girl confesses her feelings for him, but he turns her down. But what drives him towards this decision?"
Der Junge dem die Welt gehört,"Basilio lives alone in an abandoned Sicilian villa, composing music. He is haunted by a mysterious mentor who urges him to seek 'true poetry'. Soon after encountering the equally strange Karla, Basilio's life itself begins to turn into a poem."
Designed for Me,N/A
Detective Conan: The Million-Dollar Pentagram,"The ""truth"" hidden in the sword cuts through the dark night and leads us under the moon. Love and incidents unfold in turbulent ways. ? The treasure battle mystery that will divide the world has begun."
Detention with Daisy,N/A
Deuka... the wings,"Abhimanyu loves dance, but his father insists he join the family business. His life changes when he meets Prerona, a blind girl passionate about music."
Deyaler Desh,"Boishakh discovered deadbody in the hospital morgue. Boishakh had a love affair with Nohor seven years ago. After the death of his beloved, the boyfriend stole her deadbody from the hospital and fled, and started a journey to living for 24 hours with her."
Dhaaak,"A brilliant student aspires to achieve something extraordinary for his nation and society, aiming to make his parents proud. He falls for his classmate, but her father opposes their relationship, leading to a clash of ideals and emotions."
Dhruvathaare,"Parivartan, a heartbroken young man, is scarred by a failed relationship. Apoorva, is trying to move on from an ex-boyfriend. Their paths meet on social media. However, their beautiful love story faces a formidable challenge."
Die Alone,Tells the story of a young man who has amnesia. He bands together with a rugged survivalist in a zombie-like outbreak to find his girlfriend.
Die Ironie des Lebens,"Follow the life of Edgar, a successful comedian in his late 60s. But his offstage life is filled with loneliness, sadness, and the solace he finds in alcohol and groupies."
Dil Dosti Duniyadari,It tells the story of of an average middle-class boy who wants to become a successful singer in his life despite having obstacles in his way.
Dil Kush,"A young man named Kushal falls in love with a girl named Dilmaya. As their relationship blossoms, they eventually face challenges that lead to their separation. Can they overcome these obstacles and reunite?"
Dilan 1983,"In 1983, Dilan reunites with his elementary school friends after a year and a half away and tries to impress a transfer student."
Diminishing Value of Love,"Jay Banks, a successful news reporter blames women for his short comings of falling in and out of love. In order to aid his problem, Jay seeks the help of a magical edible that's supposed to change his perception on women. In doing so, Jay beings to understand that physical attraction is the least characteristic of a long lasting relationship."
Dinda,"After Dinda returned from Malaysia. After being in an LDR relationship, Dinda was finally able to return to Jakarta and enjoy her romance with Geri again. Unpleasant news comes from Geri, who will now also leave Dinda for Paris."
Distant Hearts A tale of Enduring Love,"In the quiet town of Willow Hollow, nestled among rolling hills and lush greenery, lived a woman named Betty Harwood. At 86 years old, Betty's days were filled with memories of a lifetime spent without her beloved husband, James. But as age began to catch up with her, Betty found herself facing a new chapter in her life, a move to a retirement home, where she would leave behind the familiar comforts of home and embark on a journey into the unknown. But as Betty sifted through the remnants of her past, packing away the treasures and trinkets that held a lifetime of memories, she stumbled upon a stack of old letters, letters from James, written during their years apart. With each letter, Betty found herself transported back in time, reliving the moments they shared, the love they cherished, and the dreams they dared to dream together. Little did Betty know, these letters held secrets untold, mysteries waiting to be unraveled, and a love that would defy the passage of time. And as she prepared to embark on her new journey, Betty would soon discover that sometimes, the greatest miracles happen when we least expect them, when love, hope, and the power of memory converge to bring us back to the ones we hold dear. Among the whispers of aging memories, lies the tale of Betty Harwood, a woman whose heart holds a love that transcends time, a love revealed through the discovery of old letters that speak of a bond unbroken and a reunion beyond hope."
Diwani,"Julie, M.L.A. She is the daughter of rich businessman Aditya Narayan. School student The whole school is running wild. Julie's group consists of Priya, Sandy, Riya, Sneha, Ritam. All the students and teachers and teachers of the school are not able to deal with him. There is only one reason. Julie's father is an MLA. So no one messes with him. Julie's father is a terrible horrible bad man, Megha, Julie's sister. Two sisters have lost their mother since childhood. Didi raised Julie in her arms. On the other hand, Rahul is a student of that school. Son of a very poor family in the village. Rahul's father Nobin Babu owns a small grocery shop. Rahul's mother Madhabi is a housewife. Rahul is very good at studies. Draws a good picture. The only one who seizes Rahul is Julie. Julie can't get along with that Rahul. Instead falls in love with Rahul. Julie gets back on track. Become a good person. Everyone is surprised to see Julie. At school everyone is busy with Rahul and Julie's love. Suddenly everything changed with a gust of wind. Aditya Narayan cannot accept Rahul and Julie's relationship at all. He sends his army of pet goons to kill Rahul. But Rahul survives the incident, and Julie suffers a severe head injury.Julie's friends are also depressed. As Julie is taken to the nursing home, Dr. Babu announces that Julie has lost her memory. Aditya Narayan breaks down, unable to contain himself seeing Julie's condition. Then!!."
Do Aur Do Pyaar,"A couple on the brink of a breakup are cheating on each other with two sexy outsiders. Whilst they're waiting to reveal their secret and go their separate ways, life has other plans for them."
Do I Shock U Like Lightning,"When a failed guitarist finally decides to leave LA for good, a chance encounter with a ukulele-playing stranger reignites his creative spark."
Dois Caipiras em Colombo,"Synopsis: The story follows the adventures of Cráudio and Chiquinho, two country bumpkins who leave their rural hometown in search of a better life in the big city of Colombo. However, what they find is a whirlwind of chaos and hilarious situations as they struggle to adapt to urban life. Amidst their mishaps, they discover the city's rich Italian cultural heritage, experiencing unforgettable and extremely entertaining moments. Get ready to laugh out loud with this comedy that promises a captivating story and plenty of fun."
Don't Say It,"Pat, a failed restaurateur, and Lara, a diner waitress, both divorced, cross paths. Pat employs his charm, cooking skills, and karaoke to court Lara, aiming to find romance in their shared dissatisfaction."
Don't Trust,"Shannon's and Walter's anniversary plans take a dangerous turn, testing their love and loyalty. Will their romantic getaway lead to a happy ending or a deadly twist of fate?"
Dona Lurdes: O Filme,"After so many years of dedication to motherhood, when her last child leaves home, Dona Lurdes begins to suffer from empty nest syndrome."
Double Blended,"Two remarried couples, connected by their past marriages, navigate life as a harmonious blended family until a revelation threatens to unravel their carefully balanced relationships."
Dr. Jason II: Lights & Shadows,A satanic alliance tries to pave the way for the birth of the Antichrist.
Drained,"Unemployed artist Thomas is captivated by alluring Rhea, who conceals her vampire nature. Their intense affair takes a sinister turn as Thomas becomes gravely ill."
Drawing Closer,"With only a year left to live, 17-year-old Akito finds new meaning in life by bringing joy to a terminally ill girl who has just six months remaining."
DreadClub: Vampire's Verdict,"Betty Gray, a college student obsessed with gothic romances, finds herself living one when she falls for Duchamps De Ve--a man on trial for being a vampire."
Dream Cafe,N/A
Dream Edition,N/A
Dreaming of You,"While attending a sleep study, Miles meets the girl of his dreams. He's also diagnosed with anxiety driven night terrors. Now, his stress levels are going through the roof as he manages this new relationship and even more bad dreams."
Dreams,"Johanne documents her intense crush on her french teacher. Her mother, grandmother end up reading these intimate writings. They're both horrified by the contents but taken by the powerful writing and story. Johanne navigates romantic ideals vs reality, exploring emotions of self-discovery, love, sexuality."
Dua Surga Dalam Cintaku,"Arham has a little friend named Husna in his hometown in Bogor. Even though they secretly love each other, their relationship is revealed, and their love story continues down the aisle. However, Husna had an acute illness, namely brain cancer, and was given a life sentence that would not last long. Arham, with firm determination, promised to accompany Husna until the end of her life. Even though Husna and his family encouraged Arham to continue his education, Arham reluctantly decided to move on and separate from his beloved wife in order to complete his studies. On the other hand, Zilka, a young woman who has fallen into a dark world, tries to migrate to the right path. He needs someone who can be a guide in his new life. Meeting Arham gave Zilka hope, because Arham was considered a figure who could hopefully guide her to a better life."
Dukkhito,Nuree's father desperately seeks the help of private tutor to teach his flirtatious daughter for the board exams. Private tutor plans to change nuree's nature but will his advice backfire?
Dying Briefly,"Sebastián joins a prestigious dance company and begins a torrid romance with Arsenio, an attractive dancer. New choreographer Mikael's arrival complicates things, sparking a brutal competition."
Eating Me Up,"An inspirational fictional drama, inspired by real life events. The film follows Daniel Dawson, a respected psychologist who, in spite of skillfully attending to the needs of his clients, has a number of his own demons that are left unchecked. His spiral into self-destruction is interrupted when a new client, Wendy, sits in the chair across from him. The story of her struggle with Bulimia forces Daniel to relive his memories of a woman he was not able to save. Determined not to let Wendy meet the same fate, Daniel becomes obsessed with his new client and ever more determined to save her. He discovers that Wendy wants to be a singer, but her trauma has left her with crippling anxiety. He arranges a night for her to perform, but when her emotions overwhelm her, she takes matters into her own hands. Daniel must determine where she has gone and what she intends to do before it's too late."
Einmal richtig,"What love does to us: At the funeral of his best mate 19-year old Anton promises to fall in love, once and for real. But it doesn't seem to be all that easy - The story of his most important dates evolves into Anton's life story."
Ek Anjaan Rishtey Ka Guilt 3,"Akshay, a charismatic Casanova, has an illicit affair with his boss' wife, Ayesha, but life takes an unexpected turn when Akshay and Ayesha's step-daughter, Kriti, fall in love. Will purity of LOVE win over desires of LUST?"
Ek Minute,N/A
Eks,Three compelling stories in one erotic experience. Yen Durano plays three different women in three titillating stories.
Eksie Perfeksie,"After impulsively moving in with his girlfriend, André finds out that Dalene is still friends with all of her ex-boyfriends. Intimidated, André tries to befriend them and discovers that Dalene's relationships follow an exact pattern."
El Hawa Sultan,"Sara and Ali have been close friends since childhood, and together, they face many different situations and problems with their friends and families, but some changes suddenly occur in their relationship."
El Roomie,"Struggling writer Vivi takes in mysterious roommate Ro, but soon suspects Ro is hiding a dark secret."
El Viaje de Laura,N/A
Election,"Nadarasan, uninterested in politics, runs for panchayat leader to honor his father. As he delves into the murky world of election politics, he faces violence, rivalry, and betrayals."
Elevator,"Trapped inside the elevator of a hotel casino complex, an elevator boy falls in love with his investor's girlfriend that forces him to choose between his love for her, or his dreams for a better future."
Elle & lui & le reste du monde,"Marco, who is in his twenties and a bit lost, helps out a friend by standing in for him at his place of work: an emergency center for lifts. At around 3 am, a young woman called him: trapped in a broken-down car, she was having an anxiety attack. Marco tried to reassure her on the phone, but as no technician was available to help, he decided to go and rescue her himself. Unfortunately, when he arrives, the young woman has vanished into thin air. And so begins his incredible quest to track down this enigmatic stranger in Paris on the night of Valentine's Day."
Else,"A romance blossoms between an introvert and a confident woman, but their relationship faces a threat when a strange epidemic causes the infected to merge with their surroundings, trapping the couple in a shapeshifting nightmare."
Emakku Thozhil Romance,"Assistant director Umashankar falls for Leo. Misunderstanding arises when Saranya gets pregnant by Prashant. Leo blames Umashankar, causing rift between them."
Emmanuelle,"In search of a lost pleasure, Emmanuelle travels alone to Hong Kong on a business mission. In the vibrant and sensual global city, she indulges in intense encounters and new experiences."
Enchanting Christmas,"A father's ice sculpture of a princess magically comes to life, causing unexpected disruptions in the lives of those she meets."
Entangled,"Noah has a one night stand in Las Vegas and receives a business card from his fling, who is a wedding planner. Upon returning home, his girlfriend finds the card and assumes he wants to propose."
Esa Soledad,A young poetry lover confronts himself and his loneliness while trying to find the essence of love When he believes he's moving away from his loneliness by finding a glimmer of hope his poetic destiny will show him a path he never imagined
Every You Every Me,Nadine seeks to revive a failing relationship. She struggles to reconnect with the emotions that first drew her to her partner. Something in him she once cherished now seems lost.
Everything I Never Expected,"After graduating college, an introvert struggles with her love life when she returns to her hometown. When a young wealthy bachelor is kicked out of his parents' house, he's forced to get his own place and find a steady job. A blind date between the two goes horribly wrong. And months later, they find themselves stuck in an apartment accidentally leased to the both of them. After a series of pranks the two start catching feelings. They must overcome issues in their relationships with those around them and in doing so, they start to realize that love comes unexpectedly."
"Ex-Files, Pals & Pocket-Dials",A man and a woman reflect on a first date and the ambiguous connection between them with their respective best friends.
Explosions in My Heart,"Billy falls for Nilo but later learns her lover practices polyamory, forcing her to reevaluate the relationship and her own desires."
Extra,"Asif joins neighborhood cricket led by skilled batter Mahtab. They nickname a pretty woman 'Sania Mirza', sparking rumours of her being Mahtab's girlfriend. But when Asif meets her unexpectedly, a shocking truth comes to light."
"Extraction, USA","A single mom and a mysterious drifter hook up and hustle pool to survive in the grimy town of Extraction, USA. When they uncover a dangerous drug ring, they decide to risk it all in a deadly heist to escape town in search of a better life."
F*** Marry Kill,"As a serial killer targets women on dating apps, a true-crime junkie must figure out which of her three dates is a f-boy, marriage material, or is trying to kill her."
Faith in the Family,A mother on her path to healing after her life and the lives of those dear to her took an unexpected turn.
Faithful Love,N/A
Fake Boyfriend,"A student's fake claims about dating a campus bad boy cause his relationship to end. Her lies spiral into complications, forcing her to confront her intentions and consequences."
"Fallen Leaves, Broken Lighters","Within Hong Kong's bustling cityscape, vignettes intertwine the lives of its inhabitants, bound by tea, cigarettes, and broken lighters, as they grapple with life's myriad facets, and themselves."
Falling for Daisy,N/A
Feelings Attached,N/A
Fiancee for a Day,N/A
Find Me Falling,"After a failed comeback album, rock star John Allman escapes to a dreamy Mediterranean island, only to discover that his new cliffside home has an unfortunate notoriety that attracts unwanted visitors and an old flame."
Finding Jane,N/A
Fire Hearts,N/A
Fire and Ice,N/A
First Love,N/A
First Taste,"Yuna, a woman engaged with her long time boyfriend, Nicco, starts to have second thoughts when she meets again her first love, Becca. Now she is torn between the man she loves and the woman she first loved."
Five Blind Dates,"A fortune teller tells a woman that on one of the next five blind dates she goes on, she will meet her soulmate."
Five Days in November,N/A
Fly Me to the Moon,"Marketing maven Kelly Jones wreaks havoc on NASA launch director Cole Davis's already difficult task. When the White House deems the mission too important to fail, the countdown truly begins."
"Fool Me Once, Revenge on You","Eartha Buckman, the heir to the most established corporation in Grimmington City, basks in the fairy tale romance with her boyfriend Kevin, only to find he's conspiring to kill her father and to swallow her family wealth. After surviving a hellish year in jail, Eartha comes out a brand-new woman with a vendetta, making Kevin lose everything he cares about. With the help of her best friend Claire and her new love, Scott, who just happens to be Kevin's right hand man, Eartha infiltrates Kevin's mind and business. Will she fulfill her revenge in this dangerous game of control she plays with her old flame and sworn enemy?"
For Kenny,N/A
For Regn,"A couple opts for a low-key cohabitation, keeping it under wraps from their families. What happens when the traditional parents come to know? Enjoy this comedy about love, family and everyday life."
For the Love of Basketball,"Driven to unravel the mystery of her recently joyless game, Aaliyah embarks on a therapy journey where she probes the depths of her psyche to unearth the elusive spark that once defined her passion for basketball. A film by Kristen Horde."
Forbidden Love,"Neha gets drawn to the glamorous world of advertising. Enamoured by her boss Rajeev, her life with Sameer takes a forbidden turn. Trapped in a triangle of desire, loyalty and ambition, will she find a way out?"
Forever Loved,"A single independent woman who's given up on love, soon meets a man full of love. He shows her what love really is as she lets her guard down."
Forever Us,N/A
Forever Yena,"When online 'I.T.' couple, Tumisho and Asanda, have a big fight during a social media live-stream, it puts a strain on their relationship and jeopardizes their Valentine's Day plans."
Forever in a Night,N/A
Forget Me Not,An attempt to suicide by the loved one entails two women embarking on a journey of introspection and reminiscence to discover the distinct meanings of love and loss.
Four Singles,"Facing loneliness, loss of love and social isolation, four male characters must cope with those issues in the midst of navigating and living out their single lives as explored in four short narrative genre films contained in this anthology"
Fragments of Us,Anthology film featuring the early shorts of Monty Wolfe
Fraulein Cherie,"Brion Allerton blunders his way through dating in the midst of a global pandemic. Navigating a torrid, or perhaps platonic, love affair, Brion learns that hearing isn't quite the same as listening. Or does he?"
Freedom,"Inspired by real events, the story of Bruno Sulak, a true Arsène Lupin of the 20th century."
Freydís and Gudrid,"A group of merchants and vikings navigate dramatic events both within and without in this epic musical based on the Icelandic Vinland sagas. As secrets are exposed, two women (Freydís and Gudrid) have a reckoning."
From Contract Lover to the Billionaire's Bride,Chloe's fiance Mason dumps her to marry wealthy Sophia. He frames Chloe's father for his crimes. Lawyer Ethan initially dislikes Chloe but they team up when he agrees to defend her father to protect his sister.
From Corinne's Heart,"Inspired by true events, Corinne dreamed of becoming a world class figure skater. Diagnosed with Secondary Progressive Multiple Sclerosis, she cannot accept her misfortune until the love of Tony gives her hope and a small miracle."
Fruitcake,"In modern-day Metro Manila, a diverse group of Filipinos faces life's lows as their destinies collide on a fateful train ride, unfolding a heartwarming and comedic tapestry of interconnected stories."
Fujimi Lovers,"When my feelings are conveyed, you will disappear. Still I fall in love, again and again..."
Fun Girl,"Cocoa, a student, falls for the basketball star but gets entangled in deception. As secrets emerge, she must uncover the truth while navigating her desires, facing a dilemma of whether to pursue or escape the situation."
Funmilayo Ransome-Kuti,"A fearless female leader sparks a revolution against colonialism and patriarchy in Nigeria, forever transforming the destiny of her nation."
Futra Days,"After undergoing an experimental time travel ""process"" that sends a man into his future, he investigates the man he has become, by engaging in a romance with his future self's girlfriend in a mind-bending reality."
Future Date,"In the distant future where the outside climate is unlivable and everyone is forced to spend their lives alone in tiny rooms, two people win the rare opportunity to go on a very unusual date - in person."
Gaiyan,"A simple favour has the potential to change everything for Mamun, who has been in the city for upskill training and staying as a guest with Rumki's parents. Rumki, an A-level student has been a real snob to ghetto Mamun."
Game On,A loser enters into a real time game to win which leads him to explore challenges and brings out the hidden secrets from his past.
Gap Lai Chi Bau,N/A
Garh-Kumau,"A thousand years rivalry between two main hill community of uttarakhand, garhwal and kumaun, even in this twenty first century some people still believe on this rivalry...So this is the story about a garhwali boy and a kumauni girl who fell in love with each other... and want to get marry, but, their parents don't accept this relation.."
Gebokste Liefde,N/A
Gecenin Nakarati,"Bora, a street musician who just broke up with his girlfriend, and Ilgaz, who is about to divorce her husband, cross paths on a romantic Istanbul night. They are drawn into a night-long adventure full of funny and romantic surprises."
Gelin Takimi,"A group of female friends take a holiday bachelorette trip, where they let their hair down, flirting with strangers, and indulge in a party lifestyle."
Gen Z Wife,N/A
Get Over Yourself,"A brilliant tech entrepreneur, on the verge of making his fortune, returns home for the first time in years and faces his painful past."
Gharjwai,"A farmer's life intersects with a young woman and a mysterious stranger. As their secrets emerge, past connections surface and their fates become interlinked in a rural setting."
Gili Gili Raat,"Professor Vikrant and his wife Tanya, who enjoy role-playing for excitement, head to Lonavala for a getaway. While Tanya is away, two girls, Kajal and Naina, appear at their doorstep seeking shelter from a stalker."
Gina's Date Night,"When a middle-aged divorced writer tries experimenting with love for an article, what starts out as just an assignment turns into something far more complicated."
Gingersnap Christmas,"Heartbroken by her fiancé's death, Alesha reluctantly visits her Caribbean grandma. There, while organizing a charity event, she meets Garrett. Against all odds, a budding romance and the festive spirit reignite Alesha's holiday cheer."
Girl Friends,"Five female transgender friends in Kerala, Rosa, Janaki, Nandhana, Uma, and Benila, with different sexual orientations, upholds their identities, assert ownership of bodies, challenge societal, familial restrictions and expectations."
Girl Haunts Boy,"Follows Bea, a teenager ghost who forms a special friendship with Cole, the new guy in town, whose house she has been inhabiting for over 100 years."
Girl Talk,N/A
Girls Will Be Girls,"At a strict boarding school nestled in the Himalayan foothills, 18-year-old Mira first discovers desire and romance. However, her curious, rebellious, coming-of-age is disrupted by her young mother, who never got to come of age herself."
Given 3: To the Sea,"The final installment of the Given series, Given 3 takes place after the events of Hiiragi Mix and focuses on the continuing relationships between the core characters."
Given the Movie: Hiiragi Mix,Hiiragi Mix takes place after the events of the Eiga Given and is mainly focused on the relationship between Mafuyu's childhood friends Hiiragi Kashima and Shizusumi Yagi.
Go Noni Go,"Middle-aged Noni finds unexpected joy when she develops feelings for her younger yoga instructor Anand, causing friction with her free-spirited sister Binni. Their late-life romance defies societal norms and expectations."
Going Poly: Love Beyond Monogamy,"Polyamorous individuals navigate the ideas of love, and commitment while defying the concept of sticking to 'the one'."
Gone Running,"Mother and daughters take on marathon relay after husband/father's death to honor his wish. Unprepared physically and mentally, their attempt creates ripples affecting relatives and friends, compounding challenge."
Good Bad Things,"An entrepreneur with a physical disability reluctantly tries a dating app, leading him on a profound journey of love and self-discovery."
"Goodbye, Farewell","If someone suddenly disappeared from your life, would you keep looking for them? Even going to far away places? For Wyn, the answer is yes."
Goreyan Naal Lagdi Zameen Jatt Di,"A farming family faces losing their land as the younger generation turns away. Forced to step in, they rediscover the importance of the farm and their heritage, saving it-and themselves-in the process."
Goyo,"A young autistic museum guide lives by a strict routine until he falls in love with his coworker and must confront a whirlwind of new, intense emotions."
Grafted,A bright but socially awkward exchange student takes her craving for popularity to horrifying heights.
Grand Tour,"Edward, civil servant, flees fiancée Molly on their wedding day in Rangoon, 1917. His travels replace panic with melancholy. Molly, set on marriage, amused by his escape, trails him across Asia."
Greice,"Greice, a 21 year old Brazilian girl, studies at Fine Arts university in Lisbon. In the early days of summer, she gets involved with the mysterious guy: Afonso. The couple is accused for a strange accident that occurs at the students welcoming night party. Greice needs to return to Fortaleza, her hometown, to renew his residence permit. Hidden in a hotel, while preventing her mother from discovering the problems in which she was involved and with the help of some friends, Greice tries to find a place of comfort in the world."
Greytown Girl,"She walked and talked differently, so they tried to hide her, but her determination to Live and Love, transformed her, and all those who knew her."
Guacamole Yesterdays,"Following a painful separation, a heartbroken woman uses an experimental technology that allows her to revisit and manipulate her memories as a means to cope."
Guilty Advice,"Oin the fractured mirror on its journey through ""Guilty Advice,"" mirroring the trials and tribulations of those it encounters. It serves as a catalyst for introspection, revealing the raw humanity at the heart of every relationship."
Guilty Pleasure,"Explores the complex relationships and personal struggles of three ambitious lawyers as they navigate their way through love, betrayal, and ambition."
Guxim,N/A
Güle-Güle,N/A
Günesi Söndürmem Gerek,"While Umut's life is going perfectly, she loses her lover (Anil) in an accident and has to deal with it. While she complains about her boring life, she doesn't even have time to be bored in her next life, and the bad events that follow turn her life upside down."
Half Moon Bay,"A young couple excited to start their new life out of college take a trip to the California coast. Colton flying and Dru driving when a massive earthquake and power outages leave Colton stranded 10,000 feet in the air with nowhere to land."
Hamar Niyati,"Jealous of kind Sitaram, the Pradhan infects him and causes an accident. Villagers abandon him after false rumors, leading to his death. Years later, Sitaram's daughter, now a doctor, treats the ailing Pradhan, who seeks forgiveness."
Hani,"14-year-old boy Hani and 12-year-old girl Pu are struggling to gather the bride price for their marriage. Pu attempts to deceive a poverty alleviation teacher into giving the money, while Hani takes a different path-one with no way back"
Happiness,"Yukio Kunikida and Yuma Yamagishi are high school students and they are dating with each other. On an ordinary day, Yuma tells Yukio that ""I'm going to die in a week."" She knows that her illness has progressed and has accepted the fact that her days are numbered. She wants to live the rest of her days being true to herself. Yukio finds it difficult to accept that Yuma has just a short time left to live, but he occupies himself fulfilling her wishes."
Happiness Is,"Turning forty was meant to be a low-key event for Princess, but when her best friend throws her an unforgettable party, her entire world is shaken up."
Happy Ending,N/A
Hasta Que Nos Encontremos De Neuvo,A woman in Cuba risks her life to reach her lover in America.
Hate at First Meet,N/A
Hauchi,Middle-aged man finding his first love from high school.
Haunted Happy Hour,"When Jay, a down on his luck bar owner concocts a scheme to get his bar added to a local ghost tour an actual ghost is unleashed. Will business boom or are Jay and his bar doomed?"
Haunted Heart,"When Alex joins the team of a boutique seaside restaurant, sexual tensions rise as she falls for the enigmatic restaurant manager Max. Blinded by her feelings, the relationship slowly slides into a harrowing tale of survival."
He Loves Me Not,"An aspiring actress chosen as a wild card for a reality TV dating show uses a secret elixir to win the heart of the star, but when her deception is revealed, she discovers a messy but real chance for love."
He's Not Ready,"Thabo's long- time girlfriend Zonke, gives him an ultimatum of either marrying her or letting her go. This sets Thabo on a journey of discovering whether or not he is ready to take the next step."
Head Over Heels,"Zina, in love with her boss, strategically uses her charms and intelligence to win his affection in an intriguing manner."
Hear Me: Our Summer,A hearing-impaired woman and a motorbike delivery man find connection despite communication barriers. They use metaphors of persevering water birds and trees to represent overcoming obstacles in romance and leading to further commitment.
Heart Arrest,N/A
Heart Impossible,N/A
Heart Strings,"Willing to do anything for money and fame, Lucky and Billie fake their love and eventually become a real couple, willing to sacrifice their dreams of success for real love and real life music."
Heartbreak Motel,"At a quiet motel, a rising star in the film industry must confront her past as she navigates her flourishing career and delicate personal relationships."
Hearts Creek,"A young event planner gets lost in Rocky Mountains after car accident. Rescued by handsome mountain guide on horseback. Initially clash, but attraction develops as they learn to appreciate differences."
Hearts in Focus,N/A
Heartsping : Teenieping of Love,"In order to find her soulmate, Romi wandered deep into the jungle. There, she meets Heartsping, a Teenieping with passion. On the way, they face grave dangers. Will Romi and Heartsping's friendship move on?"
Heavens x Candy,This is a pure love story of a shy guy who falls in love with an AV actor he knows through fan activities.
Hell City,"American Crime-Drama about Cleveland's top criminal Organization THE BOSS KINGZ and their young but respected number 2 in command Keith ""Linx"" Lennox as they try maintain their new legit business model while dealing with all pressures ranging from law enforcement, to family and their enemies. Mexican gangsters , Cleveland mafia , Russian mafia , Organized crime in Akron , Youngstown , North Canton Ohio ."
"Hello, Love, Again","After fighting for their love to conquer the time, distance and a global shutdown that kept them apart, Joy and Ethan meet again in Canada but realize that they have also changed a lot, individually."
Her Seyin Basi Merkür,"It tells the laughter-filled journey of a young girl named Elif, who wanted to be a war correspondent and found herself writing horoscopes in the astrology department."
Her Story,"Wang Tiemei, a single mother, loses her job and moves, befriending neighbor Xiaoye who appears cheerful but is depressed. Their bond grows as Tiemei navigates relationships with her ex-husband causing trouble."
"Here I am, I'm Jean-Frank",N/A
Here Now,Sophie a young Californian traveling in Italy on her vacation with her sister. She meets Giulio and his group of friends with whom she spends the most terrifying night of her life.
Hi Anokhi Gaath,"Sriniwas, a gentleman, marries Aamla who is yet to realise the depth of love. When Srinwas unconditional love is faced with Amal's pursuit of dreams, who will destiny favour? Will Amla realise what she feels for Sri is nothing but love.?"
Hidden Flora,"Roxii, a queer hopeless romantic, just wants to be loved and treated the way boys do girls. A string of boys and men inform Roxii's view of sex and identity in late aughts Las Cruces, New Mexico."
High Tide,"Heartbroken and adrift, undocumented Brazilian immigrant Lourenço searches for purpose in the queer mecca of Provincetown. As the summer season comes to a fade, he sparks an intense and unexpected romance with Maurice. Together, the two reconcile the pasts they've left behind and their uncertain futures."
Him,"The final five contestants on a reality dating show face manipulative producers, the fear of being alone forever, and their suitor's deceitful nature. Sequestered in a remote villa, these former competitors must band together to assert their self-worth over their suitor and the show's producers who manipulated them into falling in love."
Hold Me Close,"Seven years after traveling worldwide, Woody lands in Japan, encountering Lynlyn, gifted to sense individuals' potential impact on her life through touch."
Holiday for Hire,"Dumped the day before taking him home for the Holidays, Katie hires a man to pretend to be her boyfriend for Christmas."
Holy Matrimony,N/A
Honeko Akabane's Bodyguards,"Koneko has a 10 billion yen bounty on her head. Ibuki, her childhood friend turned bodyguard, must protect her incognito. Unexpectedly, all his classmates are assigned as her covert bodyguards."
Honey Money Phony,"A working girl accidentally incurs a massive debt. She crosses paths with a con man. Amidst lies and deceit, they navigate a tumultuous journey, questioning their paths in life."
Honeymoon Express,"A futuristic romantic comedy about today's love, marriage and divorce issues. A humorous and satirical narrative with surrealist twists and nail biting suspense."
Honeymoonish,A newly married couple realize on their honeymoon that they really are completely different. But do opposites attract?
Hong lou meng,"Through the fate and tragic love story of a young boy and two young girls, we witness the rise and fall of four richest families in 18 century China."
Hope's Hollywood Christmas,"A struggling single mom takes a temp job with an aging movie star and teams up with the star's chauffeur to stop a scheming lawyer and agent from stealing her fortune, finding love and holiday magic along the way."
Hot Frosty,"Widow Kathy magically brings a snowman to life. His innocence helps her heal and find love again. They bond before the holidays, but he's doomed to melt."
Hothat Bhalobasa,N/A
How I Love to Be Loved,N/A
