Title,Storyline
Go Against the Flow,"Second half of the 1970s. Several teenagers from Ustrzyki Dolne, led by a charismatic and undisciplined student of the Ustrzyki vocational school, Siczka, decided to become punks and play punk rock. They were inspired by the Sex Pistols band heard on a foreign radio station and the new ""punk"" culture. First, they send a letter to Radio Free Europe asking for more ""free people's music"" on the air. To their amazement, the letter is read live, and the station starts airing a weekly punk show. Of course, neither Siczka nor the rest of the boys have any idea what a big deal this modest show will start and what great dark powers will come against them. The letter read out in Free Europe was noticed by representatives of the repressive apparatus of the People's Republic of Poland. The SB officer, Jerzy Majak, while interrogating Siczka, makes it clear that Ustrzyki Dolne is not London and there will be no ""punk"" in his commune."
Go Fire Yourself!,Micah McCaw presents the 10 year anniversary show for 'til Life Turns Over performed and recorded at Eaden Ballroom.
Going Underground,N/A
Grow Wings and Fly,"Documentary following King Gizzard and The Lizard Wizard's 2023 14-show U.S. residency tour. The Australian rock band has gained somewhat of a cult following and are seen by many as the most prolific, exciting, and dynamic band of our time. This DIY-style documentary follows fans traveling around the country on tour and includes concert footage from each show. It was created independently (not officially endorsed by the band)."
Hamari Ramleela,"""Hamari Ramleela"" captures the heartwarming journey of diverse individuals who come together to stage an annual Ramleela performance, celebrating community spirit and overcoming challenges during the vibrant festivities of Navratri."
"Happiness: My Dear, ReVe1uv",N/A
Harta Tahta Raisa,"Raisa's career journey. Before pursuing a career in the world of music, Raisa apparently had the desire to become an artist since she was child."
Helene Fischer: Rausch Live - Die Arena Tour,N/A
"Here I am, I'm Jean-Frank",N/A
"Highlight: Lights Go On, Again in Cinema",N/A
Highly Doubted - Lil JonJon,N/A
Hiçbir Sey Normal Degil,A circus-like dark comedy about a country of destruction.
Hov1 4-ever,Follows the popular Swedish band Hov1 performing in their sold-out summer tour.
Hunar Ka Fever,This film is the story of a dancer boy from a village in a district of Bihar in the year 2007. His name is Shikhar. Shikhar dreams of opening a better dance academy in his district. Everyone taunts Shikhar and makes fun of his talent.
Hunnun Soondan,N/A
Hyper: The Stevie Hyper D Story,"Darrell Austin, Stevie Hyper D's nephew, embarks on a journey through 90s London to explore his uncle's legacy. Through conversations with family, friends, and artists Stevie inspired, he pieces together the full story."
Hyperfocus: Tomorrow x Together VR Concert,N/A
Húszra lapot,"Ivan and The Parazol gave the biggest concert of their career at Budapest Park in the summer of 2023. The title ""All In"" symbolizes this: it would have fundamentally determined the band's future if the blackjack had gone wrong."
I Am: Celine Dion,"A raw and honest behind-the-scenes look at the iconic superstar's struggle with Stiff Person Syndrome, a life-altering illness."
I Need You: 53 Years of the Band America,"After 53 consecutive years of touring and over 5,000 electrifying performances, the iconic duo behind the band 'America' reflects on a lifetime together on the road."
I'm Unbreakable,A young man travels though time experiencing situations that leads back to self
IVE: The 1st World Tour in Cinema,"K-pop sensation IVE brings their first world tour ""SHOW WHAT I HAVE"" to theaters. Seoul encore featuring hit performances, member interviews, and backstage moments from their global journey."
If Jack Reacher Could Sing,"Author Lee Child, known for his Jack Reacher series, always dreamed of writing songs with his favorite band, Naked Blue. He's about to get his chance."
Ikaw pa rin ang pipiliin ko,Music gives her life. Music is his life. This is a story that will make our hearts skip a beat this season of love.
"Iki Gözüm Ahmet, Sürgün",The story of legendary musician Ahmet Kaya having lost his life in exile in France's capital city of Paris.
Il segreto di Liberato,"Liberato, the anonymous Neapolitan artist whose career began in 2017 with music fusing Neapolitan neo-melodic tradition, R&B, and electronics with hip-hop influences. Nothing is known about him, not even his face, only his symbol: a rose."
Il était une fois Michel Legrand,"Using never-before-seen archives and personal accounts, the film looks back on a lifetime dedicated to music, and the career of a man who served it masterfully to the very end."
Imagine Dragons au Château de Chambord,N/A
Improvisione,"The documentary ""Improvisione"" tells the story of the experience of the Orchestra InStabile , founded in 2017 by Franco Gonzalez Bertolino . Through an intimate and unique perspective, Gonzalez Bertolino narrates the history and present of the orchestra, acting not only as the musical director but also as a witness documenting behind the camera."
In the Shadow of the Horns,"A shocking documentary-feature about ideologies and subcultures within extreme music and its connection to horrible true crimes, occultism, religion and squirrels. The film consists of reenactments of bizarre, disturbing true stories and the reporter, Lise, risking going to jail in this underground world. Shot in the USA, Sweden, Malta, France, Finland and Iceland, edited in a new and unexpected way. So, get ready for a journey... into the shadow of the horns."
IronWrath's Master Storyteller,N/A
Isang himala,"Elsa, a simple woman from a rural barrio, becomes a beacon of hope and controversy when, after hearing a divine calling during an eclipse, she is believed to have the power to heal, transforming her village into a pilgrimage site and challenging the faith, relationships, and beliefs of everyone around her."
It's All Gonna Break,Early 2000s Canadian indie band Broken Social Scene discuss their formation and unique musical philosophy.
It's Ok,An intimate look inside the life of Lebanese superstar Elissa as she prepares to drop her first independent album and reflects on her path to stardom.
Izvan vremena,"""Izvan vremena"" (eng. Out of Time) is a feature-length documentary film, which deals with the personality phenomenon of one of the most talented Balkan ethno-pop performers, Bilja Krstic, who achieved a meteoric career in the former Yugoslavia with her impressive talent, beauty and youth."
JV/Bromham Band - From the Stables,"The Verity Bromham Band features these two road warriors performing a broad selection of their favourite rock classics, carefully chosen to utilise their individual vocal and guitar-playing skills to the full."
Jacob Collier plays Baloise Session,"The New York Times calls him the 'Mozart of Generation Z'. A multi-instrumentalist, singer, composer and arranger, Jacob Collier embraces every musical genre."
Jamala: Songs of Freedom,"Documentary follows Ukrainian singer-songwriter Jamala in the early hours of Russia's full-scale invasion of Ukraine on February 24, 2022, and profiles her activism of raising money and awareness for her homeland. Jamala gained international fame in 2016 as the winner of the Eurovision contest where she performed her song, ""1944,"" about the deportation to Central Asia that year of Crimean Tatars - including her great-grandmother's family."
Janet Jackson: In Control,"She may have been the youngest of 10 of the Jackson children, but that did not stop Janet Jackson from embracing her own identity. Her unquestioned talent has built an empire of success as Ms. Janet remains In Control."
Janis Ian: Breaking Silence,"Janis Ian (""At Seventeen,"" ""Society's Child,"" ""Stars"") tells her remarkable life story-with Joan Baez, Arlo Guthrie, Jean Smart, and others."
Jazzerji,"Organized by Jazz Ravne, the 18th anniversary of the Slovenian Jazz Festival took place at various locations across Carinthia-Koroska, with its main venue in Ravne. A documentary highlights the dedicated collaboration of everyone involved."
Je Paisa Bolda Hunda,"Revolves around Ghinda and Rani who have received a lot of money and are struggling to return it to its rightful owner, due to their honesty."
Jedini: Secanje na Toseta,N/A
Jeff Hardy Live in Concert from the Jerry the King Lawler Reunion Celebration,N/A
Jeshua Oneal: This and That,N/A
Joe Bonamassa Live at the Hollywood Bowl - with Orchestra,"Bonamassa's Hollywood Bowl performance was a ""bucket list"" event that further cements his status as a leading figure in modern blues-rock. The collaboration with a full orchestra added an unprecedented depth and scale to Joe's music, providing fans with an entirely new way to experience his catalog. The project represents yet another pinnacle in Bonamassa's career, encapsulating the magic of a live performance where every note resonates with the energy of a musician at the peak of his powers."
John Denver - Live in Japan,"John Denver Live in Japan 1984' is a captivating video release that captures the iconic singer-songwriter's unforgettable performance during his tour of Japan. In this musical journey, John Denver enchants the audience with timeless melodies and heartfelt lyrics, delivering some of his greatest hits in front of an enthusiastic and adoring crowd."
John Williams in Tokyo,N/A
John Williams: A Legacy in Sound,John Williams composed legendary film scores like Star Wars and Jurassic Park. His memorable music has influenced modern cinema and captivated audiences across generations.
Jokes N Hip-Hop,"Hip-hop Artist Jermaine Ju$t Tha Realne$$ Ramos puts together a comedy special with a very diverse group of entertainers who combine laughter and music into one show, filmed at The Cat's Crawl in Los Angeles, California."
Jung Kook: I Am Still,"Jung Kook invites viewers on a journey showcasing his rise to stardom, creative process, work ethic, and challenges as a global icon, with unseen footage, interviews, and electrifying performances."
K3 en het lied van de zeemeermin,"Three girls' beach vacation turns chaotic when magic transforms them into mermaids. With locals viewing mermaids as monsters, they must avoid water and break the spell within three days or remain mermaids forever."
Karaoké,"Bénédicte, a famous opera singer, loses her career. Fatou, a cleaning lady, convinces her to compete in a karaoke contest, hoping their combined talents will lead to success."
Karol G: Tomorrow was Beautiful,"Karol G pulls back the curtain on her rise to stardom while navigating a sold-out stadium tour, creating new music, and releasing a new album."
Kassia Sound Icon,N/A
Kazuki Yamada conducts Fauré's Requiem in Basilique Saint-Sernin,"The year 2024 marks the centenary of Gabriel Fauré's death. What better work to celebrate this anniversary than his famous Requiem? Its gravity excludes all tragedy, and the feeling of peace it inspires brings us back to the original meaning of the Latin word Requiem: rest. In fact, Fauré approved of the description ""lullaby of death"" given to this work, which he had written ""for pleasure"". A regular guest of the Orchestre national du Capitole, Kazuki Yamada invites a Franco-Japanese line-up, with the Tokyo Philharmonic Choir, of which he is musical director. The Francophile conductor will also lead Debussy's charming Petite Suite and a brand-new work by composer and organist Thierry Escaich."
Keenan Experience: 'Take Our Time' Short Story,When a talented artist on the verse of signing a major record deal has to find a way to balance his dream come true and keep the lady in his life happy. He calls on his friends to help him stay balanced. What will happen with his career?
Kenshi Yonezu 2023 Tour Fantasy,N/A
Khug-Jim Teegch project: Journey to the West,Rapper Ginjin and producer Man on the Moon embark on a journey to the western provinces of Mongolia to create an entirely new musical experience. Watch their adventures and the story of how they blend their unique styles and emotions.
King,"A dance film choreographed to the score of Icelandic musician Brikcs. Set at the ARKEN Museum of Modern Art, ""King"" explores the complexities of the human experience - from birth to encounters with love, hate, and the embrace of mortality."
King Serio,"This Serio DVD has music videos from the rappers 4th album ""Soy Chicano Rap"" and his 5th album ""Cipher King Serio"". Also there is bonus footage and deleted scenes and a new in depth interview with Serio about his new book and his new music and future plans. This DVD also has never before released footage never before seen anywhere including the internet. It is in HD full color and is approximately 62 minutes in run time."
Kneecap,"When fate brings Belfast teacher JJ into the orbit of self-confessed ""low life scum"" Naoise and Liam Óg, the needle drops on a hip hop act like no other. Rapping in their native Irish, they lead a movement to save their mother tongue."
Knorkator - Columbiahalle 2023,N/A
Kouté vwa,"13-year-old Melrick's summer with grandma Nicole unearths her late drummer son Lucas's story. Amid family grief and a friend's revenge, Melrick finds his own path to forgiveness."
Kushstock: The Movie,"The largest weed festival has people from all over tapping in, with music, vendors, VIP and of course outrageous amounts of Kush. Since its inception in 2016, Kushstock has become a beacon for enthusiasts, a gathering place for aficionados, and a haven for anyone passionate about the world of cannabis."
L'amore che ho,"Set against the backdrop of 20th-century Sicily, the sicilian storyteller chronicles the tumultuous life of Rosa Balistreri, a legendary figure in Sicilian folk music."
LCD Soundsystem: Live at Glastonbury 2024,N/A
La Bohème - La Pel·lícula,"""La Bohème"" follows struggling artists in 19th-century Paris. Poet Rodolfo falls for fragile seamstress Mimi. Love and joy mix with poverty and illness in this live-shot tale."
La Grande,The career of Dominican Merengue Típico singer Fefita La Grande.
La Joia: Bad Gyal,"Catalan singer Bad Gyal (Alba Farelo i Solé) shows the world the dizzying release of her first album, ""La Joia""."
La Renga - Totalmente Poseídos,N/A
La hija de Rappaccini,N/A
La musica negli occhi,N/A
La vita accanto,A young woman contending with profound rejection due to her looks.
"Lady Macbeth of Mtsensk by Dmitri Shostakovich at the Gran Teatre del Liceu, Barcelona","The main character is Katerina, a merchant's wife who, psychologically wiped out, bored with her husband and subjected to the tyranny of her father-in-law, is seduced by a depraved worker in the family factory, and ends up murdering first her father-in-law and then her husband, believing that by doing so she can achieve freedom. The new couple live together until a peasant accidentally discovers the crime, and reports it to the corrupt police of the time. The story ends with the murderous couple's deportation to Siberia. The pursuit of a dream that is short-lived: betrayed in the poverty of the escape that ends tragically. In Àlex Ollé's new production, Katerina, imprisoned in her bedroom, represents the ideal of a woman turned into a metaphor for an unattainable future of someone who is supposed to give life, but ends up being the source of death. A woman subjected to the traditional patriarchal system and trapped in an immutable family structure with female sexuality reduced to childbearing. We are talking, then, of an erotic rebellion as the first step in the search for a dream: individual freedom against the tyranny of the family. But this carnal passion is confused with love, love with surrender, surrender with submission and, finally, submission with sacrifice and the acceptance of suffering. Katerina is alone. With her wounded gaze and an identity to build, she shows herself through violence; killing is the only way out."
Larger Than Life: Reign of the Boybands,"Tracing boy bands' evolution from The Beatles to K-pop, delving into the 90s/2000s icons and highlighting this enduring musical movement's rich history."
Las sirenas nadan a contracorriente,"Mermaid or witch, the free woman is perceived as dangerous. Filmmaker and artist Sarah Benillouche sets off for the Veracruz region in Mexico, in search of the sung legend of the Petenera. What if this song had the power to liberate women?"
Laufey's A Night at the Symphony: Hollywood Bowl,This Laufey's concert captures her recent performance with the LA Philharmonic at the Hollywood Bowl.
Le dernier concert de Gazoline,"The last concert of Gazoline at 'Ritz PDB' (Montreal, Canada)."
LeafNWolf,Perhaps the greatest mix-tape in history.
Levoton Tuhkimo,This film about the Finnish band Dingo and its lead-singer/songwriter Pertti Neumann takes viewers on a nostalgic journey through the rise and fall of Dingo.
LiSA LiVE is SMiLE ALWAYS -LANDER-,"LiSA's finale concert of her ""LANDER"" tour in Tokyo features performances of hit tracks like the ""Demon Slayer"" theme ""Gurenge."""
Lightscape,"Lightscape is a captivating, hallucinatory portrait of the contemporary world, addressing a future hovering on the horizon. Accelerating through the diverse landscapes of the American West Coast like a sinuous, lucid dream the narrative seamlessly flows from character to character almost entirely without language or conventional dramatic structure. Instead, we move through an unpredictable series of interconnected encounters always driven by sound and music. The characters of Lightscape are in constant motion, navigating a wild, beautiful and at times, haunting modern world."
Lipstick on the Glass,"Trashy, chic reality: Woman enticed by an enigmatic and seductive individual dumps her gangster husband and daughter for a feminist sect's dark embrace. Sizzling, campy, and naughty."
Live from Detroit: The Concert at Michigan Central,"""Live from Detroit: The Concert at Michigan Central"" features the greatest assemblage of all-star musical talent in Detroit since the legendary Motown Showcases. The sold-out, 90-minute outdoor concert captures the spirit and soul of Detroit through short films and an incredible lineup of musical performances."
Liza: A Truly Terrific Absolutely True Story,"A tribute to a young artist of unlimited raw talent and the deep, creative relationships she has with her mentors and influences."
Lizzy McAlpine - Older: The Making of the Album,"Lizzy shares videos from behind the scenes and the making of her album ""Older"""
Los Bunkers: MTV Unplugged,N/A
"Los Chichos, ni más ni menos",N/A
Louder: The Soundtrack of Change,"A celebration of music and rallying cry across generations, genres, anchored by female icons whose songs and activism inspired the fight for equality, empowering all."
Louis Tomlinson: For Every Question Why - Live and Direct from Mexico City,N/A
Love Live! Nijigasaki High School Idol Club Final Chapter Part 1,N/A
Loyle Carner - Hugo: Reimagined (Live from the Royal Albert Hall),N/A
Luis Terror Días,N/A
Luiz Melodia: No Coração do Brasil,"A journey through the career of artist Luiz Melodia, who, by following his musical freedom and maintaining his originality, broke several barriers in the Brazilian recording and cultural market."
"Lupicinio Rodrigues, Confissões de um Sofredor",N/A
Luther: Never Too Much,"Chronicles the life of an iconic musical performer, from childhood musical talent to worldwide fame. Explores his collaborations, influences, character and relationships with family, friends and fans."
MONO INC. Symphonic Live - The Second Chapter,"Die 2. Symphonic Tour, aufgenommen im Theaterhaus Stuttgart 2024"
MTS: Muzicka Televizija Srbije,"MTS, was a project of a team of authors who, in the early 90s, created, organized and produced various music TV formats, actions, concerts and festivals on TV Belgrade, RTS, Channel III and numerous other television stations in the country and region."
"Madama Butterfly by Giacomo Puccini at the Gran Teatre del Liceu, Barcelona","1630-1640: Japan establishes the ""sakoku"" policy, which prohibits immigration and emigration to the country and strictly limits foreign trade: the only place that maintains trade relations with Europe is Dejima, an artificial islet in Nagasaki Bay. 1853: Japan is forced to open two ports for trade with the United States as a direct consequence of the Treaty of Kanagawa, ending centuries of Japanese foreign policy of isolation and closed borders. One of the effects of opening up Japan's trade was the emergence of a pronounced interest among Western artists in Japanese decorative arts, aesthetics, clothing and handicrafts. The Universal Exhibitions in London (1862) and Paris (1867) exhibited works by Japanese artists in Europe for the very first time. Artists such as Manet, Degas, Monet, Cassatt, Toulouse-Lautrec and van Gogh, among others, began to incorporate Japanese themes and designs into their own works: Japonisme was born. This interest in Japan helped make Pierre Loti's works a resounding success, including the novel Madame Chrysanthème (1887), one of the sources of inspiration for Madama Butterfly. The musical field was also influenced by Japonisme: Camille Saint-Saëns's opera La Princesse Jaune (1872), Gilbert and Sullivan's opera The Mikado (1885) and Sydney Jones's operetta The Geisha (1896) are just some examples. By adapting David Belasco's Madame Butterfly (based on a folktale by John Luther Long), which he saw in London in 1900, Puccini achieved a score that is both gargantuan and fascinating: a true masterpiece. He once again collaborated with librettists Luigi Illica and Giuseppe Giacosa (with whom he had already created La bohème and Tosca) to adapt the tragic story of Cio-Cio-San. Cio-Cio-San, the young Japanese bride of US naval officer Lieutenant Pinkerton, represents a broken dream: she believes she is embarking on a real marriage, but it is actually a short-lived romance, shattered when he abandons her shortly after they marry. She lives her life in the hope of his return; a tragic dream. She, who renounced her religion and community, learns too late that, for Pinkerton, her marriage is merely an illusion, with tragic consequences. Three years later, Cio-Cio-San and her son, Dolore, see Pinkerton's ship in the harbour. She excitedly awaits his visit, but when Pinkerton and his American wife Kate arrive and want to take the boy to America, Cio-Cio-San says goodbye to her son and takes her own life. Although the premiere at Milan's Teatro alla Scala in 1904 was poorly received, in the same year Puccini revised the opera for performances in Brescia. Madama Butterfly quickly became a very popular opera and remains one of Puccini's most beloved works. Leiser-Caurier's exquisite production is specifically inspired by the images of Japan in Europe during the 19th century. Sueña Yoncheva, Saioa Hernández and Ailyn Pérez will play the sad oriental heroine ready to sacrifice herself when faced with the cruel reality of betrayal."
Madrugada Live at Panathenaic Stadium,N/A
Maria,"Maria Callas, the world's greatest opera singer, lives the last days of her life in 1970s Paris, as she confronts her identity."
Maria Jose Llergo at Bilbao BBK Live 2024,"María José Llergo is one of those Spanish artists who are giving flamenco a new lease of life. At the Bilbao BBK Live Festival, she presents ULTRABELLEZA, her first full-length album. Like Rosalía or C. Tangana, María José Llergo belongs to a generation of artists who take pleasure in modernizing and blending flamenco. The Cordoba-born musician fuses flamenco, hip-hop, pop and electro in a flamboyant combination of sensitivity, strength and melancholy. This music on the skin gave rise to the EP Sanación in 2020 and the album ULTRABELLEZA in 2023. This first full-length earned María José Llergo five nominations in the inaugural edition of the Academia de la Música de España, a competition launched in 2024 with the ambition of becoming the Spanish Grammys. Speaking of prestigious awards, María José Llergo also boasts a Goya for her song ""Te Espera el Mar"", featured in Marcel Barrena's film Mediterráneo. So it's one of the leading figures of the new Spanish music scene that we discover on stage at the Bilbao BBK Live Festival. Filmed on July 12, 2024 at the Bilbao BBK Live Festival, Spain."
Marijonas Mikutavicius. Play Sound Kaledos 2024,N/A
"Meryl, bénie",N/A
Messa da Requiem by Giuseppe Verdi - Daniel Harding in Rome,"Set in the ""Basilica di San Paolo fuori le Mura"", one of the papal basilicas of Rome, this interpretation of Verdi's Requiem is led by Daniel Harding, new chief conductor of the Accademia di Santa Cecilia Orchestra."
Michael Jackson: Ungloved,"From modest childhood beginnings to international fame, this is the journey of the 'King of Pop,' Michael Jackson's complicated world. Unquestioned talent transcends years of scrutiny over the real superstar wearing the symbolic glove."
Mickey Cat - That's the Way It Is,"This one-hour documentary features backstage moments and the full performances of Mickey on the Icons culminating gig, in cooperation with ROCK Republic."
Midas Man,"On Thursday 9 November 1961, a man named Brian descended the stairs to a cellar in Liverpool and changed the world forever."
Midnight Jack the Movie,"This artist's ""anti-documentary"" invites viewers to dive directly into Tempchin's mind by knitting together his creative wit, humor, and philosophy, all while weaving in many of his iconic performances from over the years."
Mika plays Baloise Session,"From the lively streets of Beirut and the enchanting beauty of Paris to the energetic atmosphere of London, Mika's story, marked by struggles and dyslexia, evolves into a worldwide success in the music industry. His songs, a charming blend of pop, glam rock, and theatrical influences, have captivated millions worldwide and left a lasting impression on the music scene. His first album, Life in Cartoon Motion, achieved remarkable success with 5.6 million copies sold, propelling this artist into the spotlight. The infectious rhythm of ""Relax, Take It Easy"" caught fans around the world, followed by the equally captivating ""Grace Kelly"" and ""Love Today."" These gems, radiating with his phenomenal vocal range and electrifying stage charisma, became global anthems. More than a singer, Mika, with his raw and honest persona, has become a beacon of hope and inspiration for those battling their own demons, proving that challenges can indeed be overcome."
Mogwai: If the Stars Had a Sound,"Over 25 years and 10 studio albums, this Scottish band has defined its own musical genre by mixing powerful sonic force with subtlety and grace."
"Mon Laferte, te amo","In this intimate documentary, artist and singer Mon Laferte recounts her life as she navigates a global tour, motherhood and her deepest wounds."
Monsieur Aznavour,"Follows the beginnings of the iconic French-Armenian singer, songwriter and actor, Charles Aznavour, from zero to fame."
Monumental Decadentes- La Película,N/A
Mrs. Green Apple: The White Lounge,N/A
Munda Rockstar,"Sunny is a gifted singer and talented musician but he ends up in jail for a crime he didn't commit. Yuvi the Rockstar is invited to perform for the inmates, where he meets Sunny and ends up stealing his song."
Music Shop Murthy,"Murthy, who has been fond of music since childhood, runs a music shop. But when the income from that shop is not much, family members urge him to close the shop. Hence Murthy tries to learn DJing to earn money."
Music by John Williams,Follows the life of legendary composer John Williams.
Mylene Farmer - Nevermore - Le Film,N/A
Mystery 14 Human Requiem in Eleusis,N/A
Médée,N/A
Música,"A coming-of-age love story that follows an aspiring creator with synesthesia, who must come to terms with an uncertain future, while navigating the pressures of love, family, and his Brazilian culture in Newark, New Jersey."
NCT Dream Mystery Lab: Dream()Scape in Cinemas,"Captures the youth essence through music and performances. Billboard's 21 Under 21 for 3 years, TIME's 25 Most Influential Teens of 2018. Successful 2022 world tour with 41 shows in 26 cities."
Nada Será Como Antes,N/A
Naderworld: Kaleidoscopic Harmonics Resonating Beyond the Subconscious,A timer has been set. This documentary is soon to explode if Henry R Nader does not fight and defeat the monster.
Nasledje kralja trube,"The trumpet was heard again in the Sejdic house. Nebojsa has not yet reached his grandfather's heights and successes, but he is on a good path to do so. At the end of Fejat's life story, our film begins, and whether this is the swan song of the Sejdic trumpets or a new beginning, time will tell."
Natalie Imbruglia plays Baloise Session,"Natalie Imbruglia first appeared in the cult Australian soap opera Neighbours, before breaking through in with worldwide sensation 'Torn'. She went on to score a string of hits, including 'Shiver' and albums such as White Lilies Island."
Natan El Profeta: Legend,"""LEGEND"" is a captivating and profound documentary that delves into the influence and heritage of Natan El Profeta, a pivotal figure in the world of Christian hip hop. Created by the skilled filmmaker Pablo Green and produced by Bleand Style Pictures, this film transcends the typical narrative of a musical biography to explore the profound impact of music as a unifying and inspirational force. Boasting over 500 million YouTube views, Natan El Profeta's work has evolved beyond individual artistry into a veritable cultural movement. The documentary subtly examines the broader implications of Natan's creative process without revealing specific details of his personal experiences or lyrical insights. It focuses on the role of music in fostering community and sparking dialogue, suggesting that music can be a formidable instrument for social change. ""LEGEND"" engages audiences by exploring themes of creativity, inspiration, and the universal search for meaning through one's art. Through a series of non-intrusive interviews with music critics, cultural commentators, and those within Natan's professional circle, the film paints a broad picture of his influence without divulging the intimate specifics of his artistic journey. These discussions are interwoven with general observations about the music industry and its capacity to influence societal norms and values. ""LEGEND"" also offers a look at the collaborative spirit within the hip hop community, highlighting the importance of diversity and unclassified. The documentary portrays the genre as a space where dialogue and cultural exchange are not only possible but encouraged, helping to bridge gaps between different communities. This documentary is crafted to respect the viewer's opportunity to explore Natan El Profeta's music and message firsthand, ensuring that it serves as an introduction rather than a comprehensive guide. It sets the stage for viewers to experience the depth of Christian hip hop and its potential to inspire and challenge both the individual and collective conscience. As a piece that is as much about the power of artistic expression as it is about a specific genre or artist, ""LEGEND"" promises to leave a lasting impact on its audience, inviting them to consider the broader implications of music as a form of cultural expression. This makes it an essential watch for anyone interested in the intersections of music, culture, and social transformation."
Natanael Cano: Tumbado Tour 2024,N/A
Nenormalnyy,"8-year-old Kolya is not like everyone else. The boy's mother, Tatyana, following the doctors, no longer believes that the congenital disease will recede and the child will one day become ""normal."" But her new acquaintance Yuri is determined to put Kolya on his feet with the help of his unique gymnastics system. And when during classes it accidentally turns out that the boy has a talent for music, learning to play the piano becomes another step on the path to recovery. Ahead of Kolya is a prestigious piano competition in China and a lot of obstacles, which the healing power of music and fatherly love will help him overcome."
New Wave,"Exploring the defiant Vietnamese new wave music scene, a filmmaker takes a vulnerable, personal look at her community revisiting their unexamined past."
No Cap,"No Cap is a documentary about Light (Nero Greco), a Greek rapper with Kenyan roots. Growing up in Greece, he faced racism and social exclusion, but rose to fame, using trap music to break barriers and reshape the Greek music scene."
No Hamburg No Beatles,Looks at the story of the Beatles before they were famous and how they learned their trade in the fleshpots of postwar Hamburg from 1960 to 1962.
Nomade che non sono altro,N/A
Nova & Alice,Nova and Alice are two contrasting artists who are reluctantly forced to go on a joint tour by their manager. The clash is inevitable - both musically and personally.
Novogodniy ekspress,"Military doctor Vitya secretly boards a train without a ticket to get to his family and spend the New Year with his wife and son. However, the strict train conductor follows the rules even on the most magical holiday of the year and tries with all his might to catch the violator and throw him off the train. Vitya is helped by a kind conductor who believes that everyone has the right to a miracle on New Year's."
Odysseus: Odysseus,N/A
Off the Record,"LA musician Astor Grey seems to have it all - true love, a big break, and a hot rock star boyfriend - but in the cutthroat music industry, success and love come at a cost, and nothing is as perfect as it seems."
Ol' Dirty Bastard: A Tale of Two Dirtys,"The definitive documentary on Wu-Tang Clan founding member Ol' Dirty Bastard. The film explores how Russell Tyrone Jones created Ol' Dirty Bastard, a Hip Hop alter ego superhero that would ultimately consume him."
One-Way Ticket to the Other Side,"One-Way Ticket To The Other Side presents a series of deeply personal short films centered around the debut album of the musical duo Pornographie Exclusive (Severine Cayron and Jerome Vandewattyne). It is a cinematic, musical, and surreal journey that follows two stoic outlaws as they wander through a world suspended between end and beginning, dream and reality. Their road trip leads them through strange places and encounters with lost souls, immersing them in both absurd and philosophical reflections. Shot in a guerrilla filmmaking style with a warm, grainy look, each poetic tableau of their adventure weaves together the different segments of this unique anthology directed by international filmmakers. In these parallel realms, it is not the story that inspires the music, but rather the music that gives birth to the stories."
Oshi no Ko: The Final Act,"Goro is a gynecologist and idol fan who's in shock after his favorite star, Ai, announces an impromptu hiatus. Little does Goro realize that he's about to forge a bond with her that defies all common sense!. Lies are an idol's weapon!."
PAPmusic - Animation for Fashion,"The new fashion house PAPmusic, based in Milan, is working on its upcoming collection. Within the company, the Commercial Director (Him) and the Fashion Designer (Her) now find themselves in an uncomfortable romantic situation."
"Pacific Jazz Orchestra Live: Katherine McPhee, Take 6, Caroline Campbell",N/A
Pacific Jazz Orchestra Live: Ledisi & Ben Wendal,N/A
Pagtatag! The Documentary,An eye-opener not only being an artists but more on in real life journey. People tend to forget the behind the scenes in everything. They easily judge people on how they see them or portray them in public.
Paranoid: 25 let,"A documentary aimed at celebrating 25 years of the oldest and still the leading Slovenian metal web-zine 'Paranoid', as well as its dedicated crew, who's only fuel is pure enthusiasm, passion for metal music and love for their local scene."
Paraíso,N/A
Patchwork Family,"Patchwork Family is a documentary showcasing a passion for life, music, and creation. The band consists of 12 musicians. The film delves into the lives of each band member, exploring their history, and gradually assembles the individual pieces of the patchwork family that form the Galway Street Club band. Like a blanket, their music envelops listeners in a blend of melodies. Thanks to great and simple passion, the desire to create something unique breaks down all barriers. The band has unintentionally formed an unusually colourful family, but we must remember that, as in every family, conflicts arise. Throughout the film, we witness the challenges faced by street musicians, becoming immersed in their world."
Paul Anka: His Way,"Born in Ottawa to immigrants, Anka exhibited early musical talent. At 16, he ambitiously headed to New York . Unlike other teen idols, he wrote his own songs. His multi-genre, multi-decade success resonates across generations."
Paul Molinar: The Video Anthology,N/A
Pavements,"Documentary about the American indie band Pavement, which combines scripts with documentary images of the band and a musical mise-en-scene composed of songs from their discography."
Peaches Goes Bananas,"Merrill Nisker, the trailblazing feminist queer icon and musician known as Peaches, is the subject of this intimate documentary. It showcases her concerts, relationship with her sister Suri, and creative process both on and off stage."
Pearl Jam - Dark Matter,N/A
Pet Shop Boys Dreamworld: The Greatest Hits Live at the Royal Arena Copenhagen,"The Pet Shop Boys perform hit songs like West End Girls, Suburbia, Opportunities, and It's a Sin live in concert in Copenhagen during their Dreamworld tour. The lavish concert film features many of their classic tracks."
Play Sound Portretai: Free Finga,N/A
