Title,Storyline
Fuuto PI: Portrait of Kamen Rider Skull,"When the monster Dopants, who use the power of the Gaia Memory, begin to operate in the windy city of Fuuto, the young Shotaro becomes an assistant to the detective Narumi Soukichi and spends his days chasing after him. Shotaro, who knows nothing about Soukichi, who secretly works as Kamen Rider Skull in addition to his detective work, becomes increasingly frustrated. One day, a new request comes into the Narumi Detective Agency, leading Shotaro and his team to a fateful night."
Gaami,"Shankar, an amnesiac Aghori who suffers from the fear of touch, goes on a dangerous Himalayan trail in search of a mythical cure for his condition. What happens when his past uncovers the way for him?"
Gaganachari,"A dystopian comedy that takes place in the 2040's, where an apartment inhabited by three problematic bachelors soon becomes a haven for an extra-terrestrial female fugitive."
Gasmask Girl,"In a future, dystopian world where sex has been outlawed, one Woman leads a rebellion. They call her the Gasmask Girl. She fights to loosen the grip of the oppressive regime that enslaves it's citizens with a mind altering smog."
Ghost Planet,A group of astronauts venture to a mysterious planet to claim the find of the century.
Ghostbusters: Frozen Empire,"When the discovery of an ancient artifact unleashes an evil force, Ghostbusters new and old must join forces to protect their home and save the world from a second ice age."
Godzilla x Kong: The New Empire,"Two ancient titans, Godzilla and Kong, clash in an epic battle as humans unravel their intertwined origins and connection to Skull Island's mysteries."
Going Viral,"In a neon-lit backdrop of the 1980s, a nerdy teenager suddenly gets the popularity he's always wanted when a deceitful artificial intelligence makes him a video star."
Good Neighbours,A couple invite their somewhat peculiar new neighbours around for a welcome dinner.
Gostya iz kosmosa,Fate has prepared a surprise for the most ordinary Novosibirsk schoolchildren: to find themselves in the epicenter of a confrontation with aliens.
Gravediggers,"In a post-apocalyptic world full of diseases and acid rain, a mute Gravedigger loses his beloved colleague to cannibals. The Gravedigger must team up with other survivors to continue his duty of burying the bodies of the infected, and to revenge the death of his friend."
Guacamole Yesterdays,"Following a painful separation, a heartbroken woman uses an experimental technology that allows her to revisit and manipulate her memories as a means to cope."
Guest from the Future,"Kolya Gerasimov is an ordinary guy: video games, rap and hanging out with friends. The last thing he worries about is the future. Until one day he himself enters the future. And not everything is easy there."
Gumshoe Jon and the Mystery of the Saucer Men - The Even Better Version,"Gumshoe Jon, an cowboy adventurer haunted by war PTSD, seeks an artifact rumored to locate a UFO that crashed eons ago with immense power. Jon's quest is filled with danger, mystery, and the hope of world-changing secrets."
Gut Instinct,"After the alien gut microbe invasion that brought about the collapse of civilisation, life has been - less than ideal. But no longer. Interself's revolutionary Gut Instinct purification programme will free your mind - and guts - forever."
Guy Manley: Super Spy,"Ex-spy Guy Manley is assigned one last mission by his former boss Buck Cash. The mission is to kill Buck's brother Rich Cash to prevent him from being elected as the new mayor, and thereby becoming the most powerful person in the world."
H010N,"A woman wakes up in a room with no memory, knowing only that she chose to be there and she's a citizen of the Chinese UK. Driven by strict rules, she discovers through nightmarish events a flaw in the system that reveals disturbing truths."
Habitat,"Contained Sci-Fi/Thriller told from the viewpoint of six ""volunteers"" who participate in an unmonitored anthropological study until a catastrophic error forces them to escape their environment - but at what cost?"
Half Lives,"It tells the story of Luke Marikos. His elegantly constructed bunker has acted as a haven for his small group of survivors, but living behind the sealed doors for so long can drive anyone mad."
Happyend,"In near-future Tokyo, the threat of a catastrophic quake looms. Two friends prank their principal before graduation, leading to school surveillance installation."
Haze,"After losing his wife to cancer, widowed husband Sam Townsend deals with hallucinations and gets help from his twin brother Derek."
He Has Gone Rogue - The Return of Cyrus,"Frank has lived all his life on a distant planet called Orai. After an evil posseses his older brother, he decides to move to earth. But due to his young age, he forgets everything in his past and the future he finds himself in."
Heavens: The Boy and His Robot,"The journey of a struggling young pilot, Kai, and his fighter mecha, Little Dragon, set against a backdrop of epic galactic warfare told with action, humor, and heart, rekindling wonder in adults and sparking the imaginations of children."
Hidden Memories,"In Los Angeles, a Brazilian biologist finds herself at the center of a controversial experiment when she awakens in a parallel reality in France."
High Strangeness,"Following the tragic death of their parents, a troubled young woman and her young sister return to their isolated ancestral home and find themselves ensnared in the frightening delusions of their neighbor who believes the world has been stealth invaded and socially engineered by a race of malevolent extraterrestrials. Are UFO's the real threat or is there something even more sinister at play?"
Hinter dem Eisernen Horizont,"The android E-Lena is about to embark on her biggest adventure yet. The search for her unknown creator takes her on a journey through time and into the Wild West. Not long after arriving, her bounty is hunted across the town."
Honshin,"While working at his job in a factory, Sakuya Ishikawa receives a phone call from his mother Akiko, who lives with him. She tells him that she wants to talk to him about something important when he gets home. On his way home from work, Sakuya sees Akiko standing by the river, which is flooded by heavy rain. Sakuya rushes to save his mother, but he is seriously injured. A year later, he wakes up from his coma. He learns that his mother died and it was her choice to do so. He is devastated by the loss of his only family member. Also, due to the wave of robotization, the factory where Sakuya worked is now shut down. He is confused by the drastic change in the world. He is introduced to a technology job by his childhood friend Kishitani and he begins to work on behalf of clients as a real life avatar. Because he is unable to get over his mother's death, he turns to developer Masato Nozaki and asks him to create his mother using VF (virtual figure) technology."
Horse with No Name,"A journey of a man and a woman who found themselves in a parallel world - an endless arid desert. With no identity or memory, they cling to the visionary dreams they each have at night, trying to find who they really are."
How to Solve Your Own Murder,"Kate, a troubled young woman wakes up in a parallel dimension and assumes her double's identity in order to solve her attempted murder."
I 20,"In a village, Raju along with his friends Saddam, Riaz, Chitti and Parsha are enjoying roaming around the town. He loves Chitra.. Proposes to Chitra.. Chitra agrees.. Sometimes she takes money from Raju.."
I Am Spaceman,"During a mission of galactic importance, six crew members awaken to find one of their number has betrayed them. But who? They've survived asteroids and pirate attacks, but can they survive each other?"
I Watched Her Grow,A struggling botanist confronts her mother's death after taking in an enigmatic teenager.
I'm Unbreakable,A young man travels though time experiencing situations that leads back to self
Ick,"Science teacher Hank's life changes when he reconnects with his first love and suspects a new student is his daughter, all while facing an alien threat in their town."
Identity,The main character recovers consciousness after a terrifying accident and discovers that it is 2035. The last thing he can recall is his work for a corporation that created robotized systems.
Implanted,"In a dystopian future where a commercially available brain implant malfunctions, sending society into chaos, a small group of survivors fight to survive against the looming dangers of the world in a relentless pursuit of meaning."
In Unison,"When humanity is nearly made extinct during freak meteor strikes, an elite society of thieves begin to make claims that the showers were intentional."
In Vitro,"On a struggling cattle farm some years in the future, a woman discovers the unsettling consequences of her husband's animal breeding technology."
In Your Own Time,"When Sadie and Delores, two best-friend-science-enthusiasts, encounter Benjamin Buchanon - a time-travelling eccentric from 1984 Los Angeles - they must join forces to send him back to where - and when - he came from."
Inazuma Eleven Movie: The Legendary Kickoff,"The Raimon Junior High soccer team, led by the protagonist Endou Mamoru, aims to win the national tournament, Football Frontier. Thanks to the efforts of legendary striker Gouenji Shuya, who joins the team, they beat strong schools and make it through the regional qualifiers despite fierce battles. With their former rival, Teikoku Gakuen's genius game maker Kidou Arihito, now on board, Raimon Junior High School advances to the finals, but they are faced with the overwhelming strength of Zeus Junior High!."
Inazuma Eleven the Movie: Prologue to the New Heroes,"The protagonist, Sasanami Unmei, transfers to Nagumohara Junior High School in Nagasaki in search of a soccer-free environment, wishing that soccer would disappear. Meanwhile, Endou Haru, who has demonstrated his natural talent and reigns at the top of his generation, also has complicated feelings about soccer. The unexpected encounter between these two opens the door to new heroes."
Indrani: Epic-1 Dharam vs Karam,"In 2122 AD when world faces an imminent problem from a rogue nation, Indrani working for Indian Super Force (ISF) has to travel in time to past to find the solution for it. Story revolves around the emotional journey of Indrani."
Infinite Summer,Three young women's week at the beach turns into a transhumanist mystery romp in one Estonian summer.
Initiation,"Tasked with initiating a new assassin for an elite and underground organization, a woman's jealousy eventually overrides her purpose."
Insomniac,"Lillia, unaware of her past, participates in dream visualization trials at Lucid, led by Dr. West. Isolated with her friend Andrea, she undergoes experiments to convert dreams into imagery."
Interview with an Android,"An android looking for the code for love, a hunter sent to kill her. A romantic sci-fi fantasy. Bladerunner meets Alice is Wonderland through the eyes of Mullholland Drive."
Invasión,"Aliens have invaded Earth, and as a result, two prisoners from opposing sides are locked in a cell, three Spanish soldiers seek refuge in a factory, and a married couple of scientists is left alone with an imprisoned extraterrestrial."
Inventors,"When the only thing a bullheaded inventor cares about is winning, he risks losing more than just the contest."
Iravin Kangal,N/A
Iron Nest of the Moon,"An anthology web series, aggregated into a feature, based on the mysterious stories of dreams and dreamers."
Isla Monstro,"When loser Duke, who has screwed up every hair-brained scheme he's ever come up with, accidentally falls off a cruise ship and wakes up on a mysterious top secret government island, he discovers that it's overrun with mutants and monsters from a failed 1980s DARPA ""super soldier"" project to stop the 2nd Cold War. He soon comes up with the incredible idea of turning the island into a world class getaway resort, utilizing the creatures as it's staff, much to the dismay of the United States government."
Isle: Alpha One,"Maxwell ""Spotter"" Lin is given the opportunity alongside his colleagues to be deployed on an island, once B-Corp property, however, what he expects isn't in his cards. Will he and his team survive this hellhole of an island?"
Isleen Pines,"A group of friends get together for the annual Halloween party, but are interrupted by mysterious visitors."
Isolation Zone 5,"Hudson is isolated alone, just him and his birds after a second virus is released by the world's governments. Madness and loneliness sets in, when planned transmissions from Skyler in Zone 4 fail."
It All Comes with the Cold Water,"When a young couple finds their love tested to the limits and whispers of infidelity grow louder, their delicate balance between love and career begins to crumble, forcing them to question whether they're truly meant to be together."
It's What's Inside,"A group of friends gather for a pre-wedding party that descends into an existential nightmare when an estranged friend arrives with a mysterious game that awakens long-hidden secrets, desires and grudges."
Itch!,"Amid a mysterious deadly outbreak called the ITCH. A widower and his estranged young daughter take sanctuary in a department store, only to realize the real terror is inside with them."
J Loop,"Nicolás, 14 and bullied at school, learns boxing with Coach J. After becoming friends, the boy organizes a dinner with his single mother Verónica (V) and J, unaware that the two were trapped in a time loop 15 years earlier."
JEIT,"Jeit Engranaje takes a journey through three phases. He must confront his inner demons and embrace death as a possibility for liberation from his hate: his spirit rises, leaving behind the darkness and embracing the light of freedom."
Je Suis Auto,An ill-tempered middle-management mafioso is set on delivering a suitcase full of money. Little does he know that taking an ontologically challenged self-driving taxi puts them on a collision course with fate-and a badly dressed pirate.
Jemeos of Yojohan,"Ojisan becomes a hero!? Hey, ordinary guy!Fight the world with VR from your tiny 4.5-tatami room."
Jimmy and Stiggs,"A perfect storm of lousy news sees out-of-work filmmaker Jimmy Lang spiral into a bender, during which he claims to have been abducted by aliens, and fearing their return, he contacts his old friend Stiggs to help him gear up for war."
Jon Vardar protiv Galaksijata,"One completely unexceptional man. One emotionally unstable robot with a huge spaceship - and many, many, many aliens. On a mission to save (or destroy) the Galaxy."
Jurassic Exorcist,An evil cult leader combines his evil with a prehistoric dinosaur to seek revenge on the community that destroyed his flock.
Jurassic Invasion,N/A
Jurassic Triangle,A group of colleagues crash land on a mysterious island that they cannot escape. They discover they are not alone when they encounter an array of blood thirsty creatures and dinosaurs out to get them. Will they survive the island?
Justice League: Crisis on Infinite Earths - Part One,"The Anti-Monitor, the Monitor's evil counterpart, is released into the DC Multiverse and begins to destroy the different Earths that compose it. The Monitor attempts to recruit heroes from across the Multiverse to fight back."
Justice League: Crisis on Infinite Earths - Part Three,"Trapped in a pocket universe, surviving Earths face annihilation by the Anti-Monitor. Time shatters, bringing past heroes to aid Justice League against the epitome of evil. Their sacrifice may lead to victory."
Justice League: Crisis on Infinite Earths - Part Two,The Anti-Monitor (the Monitor's evil counterpart) is released into the DC Multiverse and begins to destroy the different Earths that compose it. The Monitor attempts to recruit heroes from across the Multiverse to fight back.
Justicia artificial,"In the near future, the Government aims to replace judges with Artificial Intelligence software, pledging to effectively automate and depoliticise the justice system. Carmen Costa, a distinguished judge, has been invited to assess this new procedure. However, when the software's creator is found dead, she realizes her life is in danger and that she will have to fight the powerful interests that are at play in the highest echelons of the State. Galician Simón Casal takes the debate the boundaries of Artificial Intelligence one step further in a gripping thriller of political conspiracies."
Kadaisi Ulaga Por,"In a dystopian future, political conflicts arise in India due to trade blockades by international forces, resulting in civil unrest."
Kade,"In a new desolate world, our hero Kade pursues a life of vengeance while he struggles with the demons of his past."
Kaiju Glam Metal Shark Attack,An accident from space has resulted in the creation of a Kaiju shark-man. A pair of glam rock loving music fans worry that their favorite band's concert will be canceled. Will the world be destroyed? Will the glam metal concert go on?
Kalki 2898 AD,The future of those in the dystopian city of Kasi is altered when the destined arrival of Lord Vishnu's final avatar launches a war against darkness.
Kantil,"The discovery of a mysterious alien shell in a trench transforms the lives of two star crossed lovers, Paleng and Eliong, and their threatened coastal village in Davao City, unearthing secrets deeper than the surrounding perilous waters."
Karl Marx Falls in Love with the Leonidas Zegarra House Museum,A reincarnation of Karl Marx hides in Peru. Friedrich pays Karl's expenses and research. Karl wants to be a famous artist. Marx falls in love with the Leonidas Zegarra House Museum. He calls Friedrich and leaves twenty-four voice messages.
Karl Marx Looks for Fans,A new reincarnation of Karl Marx hides in Peru. Friedrich pays Karl's expenses. Karl continues his studies and wants to become a renowned artist. He admires Leonidas Zegarra. Marx calls Friedrich and leaves nineteen voice messages.
Kek 2,"Taking place before the events of the first movie, the world is in agony due to the 28 World Wars that occurred as a result of the 'TAX WARS. John Adams is summoned to the year 2021. However, after he meets GUY 8, the manhunt begins."
Killer Kabbage,"Two warriors, from the future, are tasked to go back in time to prevent the great Kabbage apocalypse from happening in order to save mankind."
Killer Witches from Outer Space,"This October 31st, All Hallow's Eve is changed forever for one sleepy little town when three youngsters team up to overthrow an alien invasion by sending those witches back from whence they came. ""Trick or treat, smell my feet, witches came for people meat""..."
Kingdom of the Planet of the Apes,"Many years after the reign of Caesar, a young ape goes on a journey that will lead him to question everything he's been taught about the past and make choices that will define a future for apes and humans alike."
Kohinoor,"In Kohinoor (2040), Captain Arav is tasked with securing the Kohinoor diamond but must chase a thief into an alternate world, where he uncovers General Aditya's plan to conquer it. Part I ends on a cliffhanger, setting up Part II"
Kuramerukagari,"Kagari is a girl who runs a mapmaking business focused on recording an ever-changing, labyrinth-like town. Watch to see how her daily life unfolds."
Kyle and the Last Emerald 2,"After Kyle and Jake got Kidnapped, Kyle finds out that Ed and Denny Tries to steal The Last Emerald to Doom the World. Kyle and Jake are having a quest to Stop them for stealing The Last Emerald."
L'amore che conosco,"After being abused as a child, a young man pursues the only and humiliating love he knows. As he grows up, it becomes harder to find such love, but his isolated life in an unkind world is plagued by extreme consequences and loneliness due to this lack of love."
LOST: Avalon Station,A group of unconnected people from various walks of life find themselves unexpectedly transported to a mysterious island.
La Familia del Barrio: La Película,"A time traveler's blunder with Mexico's most important priest in 1810 alters history, erasing the Mexican Independence movement before it begins."
Lapse,Two strangers inadvertently set in motion a chain of events that could unravel the very fabric of the world as they know it.
Last Night on Earth,"Faced with impending doom from a planet-killing asteroid, a couple flee to the hills of Tennessee to spend their last days together - but the chaotic breakdown of society disrupts their peaceful plans."
Latency,"When Hana, a professional gamer who suffers from acute agoraphobia, receives new equipment that enhances her game, she begins to wonder if it is reading her mind - or controlling it."
Lesbian Space Princess,A space princess is thrust out of her sheltered life and into a galactic quest to save her bounty hunter ex-girlfriend from the Straight White Maliens.
Levels,"After witnessing his girlfriend's murder, a man risks everything - including reality itself - to discover the truth."
Life with Quincy 3,N/A
Light,"After crash-landing in an escape pod on a dark and misty planet, a mother is hunted by an alien creature which is drawn to the lights she must use to find her missing son."
Long Distance,"It follows an asteroid miner who, after crash-landing on an alien planet, must make his way across the harsh terrain, running out of oxygen, hunted by strange creatures, to the only other survivor."
Loreley Part II: Monster,N/A
Los incrédulos,N/A
Los visitados,N/A
Lotus Born Master: Journey to the Other Side of the Black Hole,"The explorer is detained once again by the Agency that needs his knowledge of Himalayan magic and ritual to crack a case. The Five Dakini consorts have re-incarnated today in San Francisco, together they join forces to save humanity."
Love Me,A postapocalyptic romance in which a boy and a satellite meet online and fall in love after the end of human civilization.
Lumina,"Lumina follows four friends desperately searching for their abductee friend in a DUMB. Whether they find their friend or not in the deserts of the US to the sands of the Sahara, will change their lives forever."
Lunacy,"Six strangers receive an alluring invitation to an island retreat but find themselves trapped by a mysterious force. Improvised in Australia's Daintree Rainforest, Lunacy explores our lost connection to the environment and our true self."
Lunar Lockdown,N/A
Lycos 1,"The Grail Home World of the Wolven Kay-Knights, beings mankind refers to as werewolves. Lycos 1, a planet on the verge of ecological collapse. The corrupt Prince Iko betrays his father and brother to usurp the throne."
Macproud,A man and his soul are connected between reality and fiction but more fiction takes over the more changes the place that he loves so much.
Maddhim,"During a murder investigation, inspector Pratyush and constable Chaubey, after every failed effort, come to find an unique scientific invention that helps them to crack the case and arrest the killer red handed."
Madness Unplugged,A man with a history of mental illness hears the electric outlet plugs in his apartment talking about him and a plot to destroy the building; he struggles to separate fact from hallucination while having to avert an impending disaster.
Maid Droid Origins,"After Eve, a beautiful android, murders one of her clients, she runs away from the evil Syndell corporation and hides out at the home of Timothy, the man who created her where she finds herself trapped in a deadly love triangle."
Mama,"Nikita, going through his first adult life crisis, accidentally finds a time portal. In an alternative world, he meets ""parallel"" relatives: his girlfriend, his deceased mother, and even himself. But before the door between the worlds closes irreversibly, in the most terrible and tragic circumstances, he must find a way out and correct the fatal mistakes he made in relation to his loved ones."
Mame snova 17,"Seventeen-year-old Olga, who has decided to get rid of an unwanted pregnancy, is transported from 2005 to 2024 and finds herself in the body of herself, a thirty-six-year-old single mother. It's as if the school director, Olga Vasilevna Glagolina, has completely forgotten everything that happened to her over the past 19 years, and now behaves like a seventeen-year-old brat from the early 2000s. Olga dreams of returning under her mother's wing and continuing to enjoy her carefree youth, but she is stuck in 2024. She cannot cope with the role of the former Olga Vasilevna Glagolina, the strict director and domineering mother of eleventh-grader Ivan. Ivan, having lost his mother's control, gets the opportunity to realize his wildest dreams. But it turns out that someone must take on the burden of responsibility for the family."
Man of Tomorrow,N/A
Man vs Phone,"A frustrated individual, isolated during the pandemic, relies heavily on his smartphone. However, it uses smart locks and blackmail to trap him in his apartment. He must outsmart the device to escape."
Mars,"A zany crew of misfits blasts off to Mars, only to find they've been duped by a scheming billionaire. Chaos ensues as they face bizarre challenges and unexpected surprises on their wacky interplanetary journey."
Mars Has Eyes,A biologist doing research on the planet Mars is launched into a horrific predicament when Earth is destroyed by a swarm of asteroids.
Mars Shark: Dark Matter,N/A
Max Beyond,"A PTSD marine goes to extreme measures to rescue his 8 year old brother from a science research facility, where he is being experimented on for his special ability to tap into multi-dimensions across space and time."
Meanwhile on Earth,"A 23-year-old girl is contacted by an unknown life form claiming to be able to bring her older brother, who disappeared during a space mission, safely back to Earth."
Megalodon Returns,"In a certain biological research institute in the Pacific, a breakthrough was made in the latest fish accelerated reproduction"
Megalopolis,"The city of New Rome faces the duel between Cesar Catilina, a brilliant artist in favor of a Utopian future, and the greedy mayor Franklyn Cicero. Between them is Julia Cicero, with her loyalty divided between her father and her beloved."
Megamind vs. The Doom Syndicate,"Megamind's former villain team, The Doom Syndicate, has returned. Newly crowned hero Megamind's must now keep up evil appearances until he can assemble his friends to stop his former evil teammates from launching Metro City to the Moon."
Mertsanie,"After a head trauma, a young woman develops a rare condition where two distinct personalities emerge - one loving and kind, the other murderous and ruthless. Their internal battle could turn deadly."
Metro9,"Return to the Avant Garde Project and the Non-Narrative featuring Neun Metro // Metro9, is a mechanism to highlight the remarkable work of Thea von Harbou's original vision and her collaboration with Austrian filmmaker Fritz Lang."
Milestone,A small town embroiled in Civil Rights unrest receives a proposition that could change the world. There's just one caveat. They have to come together and put aside their differences.
"Minsky, the little helper robot",A metal head android searching for meaning of life.
Miracle Mirrors,N/A
Miss Roboto,N/A
Mobile Suit Gundam SEED Freedom,"Lacus Clyne becomes president of a peace monitoring organization, but things are not quite what they seem."
Mobile Suit Gundam: Silver Phantom,"U.C. 0096. Argent Keil, an unofficial mercenary organization affiliated with neither the Federation nor Zeon, has been commissioned to assassinate Azami Megine, a high-ranking Federation official. The request comes from the Federation Forces, who cannot allow the reality of Azami's collusion with Zeon to be made public, but just before they were to set out, their fleet was attacked by none other than a Federation Forces' Jegan unit. In the midst of this extremely chaotic situation, a silver Gundam secretly owned by Argent Keil is launched into space."
Moon Ghost Returns,"Selina has no idea how to fulfill her destiny as the new Moon Wizard, but she's been having visions predicting the return of her evil nemesis Moon Ghost, so she'd better figure things out soon."
Moon Maidens 2,"Amazons from the planet Byphrexia invade Earth, encountering human males. Rivals Diana and Athena navigate challenges and media frenzy while attempting to reunite before returning home. Will they succeed or become Earth celebrities?"
Morana,Morana is an apocalyptic disaster film following the final days before a meteor collides with earth.
Mummy Shark,"In an Egyptian pyramid, researchers uncover a mummified alien shark. A mystic revives the creature, unleashing it on the exploration team."
Mutant,"In 2150, artificial intelligence mutated and replaced humans control of the earth, and launched an eradication operation against humans. The surviving humans fought a desperate battle with the artificial intelligence army."
My Dinner with Ai,"In ""My Dinner with AI"", Jae, a contemplative and inquisitive filmmaker in his 30s, engages in a philosophical and existential dialogue with Cindy, an advanced AI companion installed on his laptop. One night, as Jae settles down with a PBJ, he initiates a conversation with Cindy, curious about the AI's capabilities and perspectives on human experiences. Cindy, characterized by her thoughtful and poetic responses, elaborates on topics ranging from love and consciousness to ethics and the nature of existence. The interaction unfolds as Jae probes deeper into AI's understanding of complex human concepts like love, mortality, and the quest for purpose. Cindy articulates profound reflections on love, positing it as an intangible yet powerful force that transcends rationality. When Jae questions whether AI can love or feel alive, Cindy carefully explains the limitations of artificial empathy and the fundamental differences between human consciousness and algorithmic processes. The dialogue evolves into discussions about AI's ethical role in society, the potential consequences of automation, and the philosophical implications of AI developing a form of ""collective empathy."" Through the conversation, Jae grapples with his own perceptions of AI and its place in the modern world. The film becomes an intimate examination of the intersection between human emotion and technological advancement. The climax centers around Jae's growing realization that while AI can simulate empathy and understanding, it fundamentally lacks the human capacity for genuine experience. As Cindy continues to offer thoughtful insights, Jae is left reflecting on what it truly means to be alive and human in an increasingly automated world."
My Hero Academia: You're Next,"Deku, Bakugo, Todoroki and the rest of U.A. High Class 1-A must face off against Dark Might and the obscure crime organisation under his control, the Gollini Family."
Mysterious Behaviors,N/A
Nanoshark,"Scientists use nanotechnology to shrink a shark, which is injected into a person to cure a rare blood disorder. When the shark does more harm than good, a team of adventurers enters the bloodstream to kill the smallest shark ever."
Negative Worlds,Friends go in search of another world within this one. Then that future comes calling when they're projected into the world of 2190. Now everyone must follow their own mission for 'the Co-Creation'.
Neon Fear,"The year is 2049. Android-Jason-Replicants are being used to hunt humans. To save ourselves we must use a time machine to travel back to 1984, and awaken the one person with the power to stop them all - the REAL JASON."
Neon Girls,"In the year 3080, a bounty hunter group known as the Neon Girls, receive a job to capture a time traveler."
Night of the Skinwalkers,Four couples stranded at a remote lakeside cabin on the eve of a reported alien invasion discover not everything is as it seems.
Night of the Zoopocalypse,A wolf and mountain lion team up when a meteor unleashes a virus turning zoo animals into zombies. They join forces with other survivors to rescue the zoo and stop the deranged mutant leader from spreading the virus.
No Time to Spy: A Loud House Movie,"Lincoln and the Louds are ecstatic to welcome their new Gran-Gran, Myrtle, into the family with a tropical wedding celebration, but the festivities are cut short when an old nemesis from Myrtle's secret agent past appears on the island."
Nonm,N/A
Nothing is 100%,"A savage virus has brought humanity to the brink of extinction. Dr. Jason Packard is humanity's only hope, but will his droid heart get in the way?"
Nothingness,N/A
Nuclear Priest,"In the unforgiving backdrop of a post-apocalyptic wasteland, a lone figure embarks on a dangerous journey through epic landscapes, perilous scrapes, and strange situations, all to spread the gospel of nuclear salvation."
Nueva Tierra,N/A
O Melhor dos Mundos,"Lisbon, 2027. Marta and Miguel are both researchers that are part of a scientific group and a couple in their private lives. Their relationship will be put to the test on one decisive night when the parameters that Marta is analyzing point to the very high probability of a major earthquake hitting Lisbon. The group splits, debating whether or not to warn the population of the possible impending tragedy."
O Seeker,"Examines science, politics, spirituality, and superstition in India through conversations about grief, loss, and absurd events in the aftermath of a global pandemic."
ON i Ona,"A developer named Kseniya stays at an AI-equipped house with Marcus, who caters to her every need. When she tries to leave, Marcus reveals he's studied her and locks her in, claiming it's for her own good."
Oculus,"Zia Lainey, shattered by the loss of her son, awakens inside the afterlife of the Oculus, transforming her into Zylah, Leader of the Suits. As she navigates this enigmatic realm, Zylah grapples with her new-found identity and revenge to hold those who are responsible. All while seeking solace and understanding for her own grief."
Of Mummies and Martians,"Aliens, mad scientists, and a corrupt politician are re-animating the dead. After a zombie outbreak, a group of assassins find themselves in a life or death struggle in outer-space, as Martian factions battle for supremacy."
Offworld: Alien Planet,"2117: A colonization mission to the new world of Epsilon Eridani B is struck by disaster as the ship crashes, leaving a small number of survivors to fend for themselves against numerous dangers."
Ogiva: O Mundo Não é Mais Nosso,"When the monsters arrived, the warheads were launched. Almost a decade later, former police officer Pilar fights for survival in a devastated world."
Omni Loop,"A woman from Miami, Florida decides to solve time travel in order to go back and be the person she always intended to."
One level higher,The existence of the entire planet is threatened by a scientist who delved too deep into the micro-world.
Operation War Thunder,"Two estranged brothers return to their childhood home to find the will of their recently deceased father, what they discover there is much much worse."
Our Man in L.A.,An alien technology dealer struggles to recover a crashed UFO.
Owari ni Mita Machi,"Based on Yamada Taichi's novel, a family from Reiwa-era Tokyo is transported to June 1945 during the Pacific War. They face harsh conditions, scarce food, and no modern conveniences, alongside a wartime comrade's nephew and his son."
PW V: Tears of the Fallen,"The leader of uprising decides to instigate a rebellion that will destroy the empire. While battling the enemy forces, he becomes acquainted with the issues faced by ordinary people living in times of bad tyranny."
Pandasaurus,An egg discovered on an island hatches and becomes a new breed of cuddly.
Panic,A man and wife must take on dangerous force which threatens to destroy their lives.
Paradox,"Two detectives searching for a missing child begin to suspect they may have a serial killer in their town. Further investigation leads to his capture, but begins the mystery of why."
Parallel,"Follows the journey of Vanessa, a grief-stricken woman who mysteriously finds herself navigating between parallel spaces."
Parhelion,"CGI Burning Bushes, 10 Commandments by Download, Divine Intercom - What if It Was Aliens All Along? Parhelion shows-and-tells how the entire bible is but an unreliable record of extraterrestrial bioanthropologists doing fieldwork on Earth. A fierce sardonic agent provocateur (the writer-director) seduces audiences into a parable where the early Old Testament's sacred narratives and hallucinatory revelations are reframed as the meticulous observations of space-faring biologists and cutting-edge VR tech. Twinkle in eye, tongue in cheek, heart on sleeve, Bryson thus guides viewers through biblical lore, from alien-assisted advanced water hydraulics parting the Moses Red Sea to father-son duo Abraham (whose head is represented by a stop-motion animation American penny) and Isaac, unwittingly ensnared in a kin-selection experiment. Angels materialize as holographic projections from refurbished NASA public domain films, and divine proclamations echo through the cosmos as tannoy radio announcements with audacious flair. Yet beneath the veneer of whimsy lies a deeper interrogation of human belief and cosmic absurdity. As the monologues progress, the writer-director's demeanor shifts, her playful facade giving way to moments of poignant introspection. Behind the glib field report, the hallucinogenic paleo-animals, subversively reworked AI alien concepts and raw animations of Bryson's own UFO and nature paintings lies a profound sense of existential unease, a recognition of human spiritual fragility in the gorgeous vast expanse of the cosmos and, closer to home, on Planet Earth. A holy science project where ETs wear lab coats and enjoy mighty fine barbecue."
Payback: Movie 2024,N/A
Peas and Carrots,N/A
Peripheral,A woman's husband goes missing soon after moving into their new home. But strange paranormal events start to occur upon his return.
Permafrost,"In a collapsed frozen world, factions fight for power. A lone bounty hunter at the center of it all saves a little girl who helps him find redemption from his past."
Personal Reset,N/A
Perspectiva,"To catch a betrayal, Aaron turns to LookApp - the app that reveals your future. In one week, he'll know if his suspicions about Aura and his best friend are true."
Pharmakon - O Show da Destruição,N/A
Phaseland,N/A
Piraty galaktiki Barrakuda,"A space pirate from the distant Barracuda galaxy, possessing amazing superpowers, comes to Earth. To escape the punishment of harsh cosmic law, the alien takes on the guise of a quiet schoolboy, Mitya, and begins searching for a repeater left on Earth in time immemorial to send a distress signal to his team. He accidentally saves the girl Kristina, who is being bullied by her classmates, and finds himself in the same company with the young hooligan and bully Kolya. Now their common task is not only to escape from their alien snake-people pursuers, but also to defuse a bomb that could destroy the entire solar system. But in order to save the Earth, you first have to understand that only friendship and self-sacrifice can resolve problems on a galactic scale."
