Title,Storyline
In Search of Darkness 1990-1994: A Journey Into Iconic '90s Horror,"Film icons and genre experts share observations, experiences and analysis to help reframe, deconstruct and re-contextualize the ""lost"" decade of horror: the '90s."
In the Fire of War,"Set in New Zealand in 1864, follows the story of a crucial conflict of the nation's first land warfare, fought between Maori and colonial soldiers against insurmountable odds."
International Resonance of the April Uprising,"The film focuses on a period of Bulgarian history and conveys the widespread and meaningful response, in the context of public reaction to the atrocities following the April Uprising."
Intoxicated by Love,"Story of Rumi, his friendship with Shams Tabrizi, the love he had for him and the great influence of Shams over him in his life, his poetry and his love for God."
Iron Bar,"Embark on the harrowing odyssey of the young African prince as he traverses the perilous terrain of slavery, torn between the primal instinct for survival and the relentless pursuit of freedom."
Isobel,"Isobel, sister to clan leader, James Lamont, vows vengeance after the horrible Dunoon Massacre and the Decimation of Clan Lamont by Clan Campbell. Based on a true moment in Scottish History."
Istanbul: Isgal ve Zafer,N/A
Iyunskaya polyn,"Viktor Gladyshev's childhood was cruelly interrupted by the war when he was eight years old. His memories, told in adulthood to a modern girl, Varya, create a powerful emotional bridge between generations."
Janis Ian: Breaking Silence,"Janis Ian (""At Seventeen,"" ""Society's Child,"" ""Stars"") tells her remarkable life story-with Joan Baez, Arlo Guthrie, Jean Smart, and others."
John Brown the Advocate,"Amidst his intense internal struggles, the story of abolitionist John Brown unfolds against a backdrop of his unwavering quest to free every slave, advocating for their equality under the law."
Jorge da Capadócia,Story revolves around the life of Saint George also known as George of Lydda. He was an early Christian martyr and is venerated as a saint in Christian faith.
Joy,"3 trailblazers: a young nurse, a visionary scientist and an innovative surgeon face opposition from the church, state, media, and medical establishment in their pursuit of the world's first 'test tube baby,' Louise Joy Brown."
Jíkuri,"The life of Rayenari, a Tarahumara native in northern Mexico, will suddenly change with the visit of a strange poet called Antonin Artaud."
Kabarettistinnen in der Weimarer Republik und im Dritten Reich,"Remembering cabaret artists who, even in the darkest years of German history, used the weapon of the word to resist the rulers' abuse of power. In cabaret basements - such as the ""Catacomb"" and the ""Cabaret of Comedians"" in Berlin or the ""Pfeffermühle"" in Munich - word acrobats tried to prevent the ""Third Reich"", then fight it and finally at least, with parodies, satires and whispered jokes to survive."
Kargil 1999- The Untold Story of the Indian Air Force,"The IAF veterans reveal for the first time, classified information on their operation for reclaiming high-altitude posts intruded by the Pakistan army."
Kasoombo,"Set against the backdrop of Allauddin Khilji's menacing intent to pillage the sacred temples and cultural heritage of Shetrunjay, Dadu Barot stands resolute, leading a meager band against overwhelming opposition"
Kingdom 4: Return of the Great General,"While Qin continues to fight for the unification of the region, its neighboring country invades Qin from the north."
Komandir,"A boy from a remote village overcomes wartime hardships and post-war devastation to establish the Group A anti-terrorist unit, later known as Alpha Group, tracing his journey from a fatherless childhood to founding an elite force."
Krigsvarsleren,"The 2nd World War in Norway. The police chief in Lillesand tried in vain to report that a German warship had been sunk by a Polish submarine off Lillesand on 8 April 1945, but no one believed it to be a warning of an upcoming invasion."
Kupu-Kupu Kertas,The love of two lovebirds with the background of an incident in Banyuwangi 1965 which perhaps many people don't know what the history behind the incident is like.
Kut Al Amara: From Tale to Truth,"The Siege of Kut al-Amara in World War 1 in 1916 is an important episode of the war between the superpower (British Empire) and the weakest power (Ottoman Empire). It is an example of the everlasting struggle between the wild face of imperialism and colonialism and the weak right owners who were protected by the shield of unity, and they were able to defeat the most powerful empire of the world at that time, The surrender of approximately 13,000 British-Indian soldiers after 147 days of siege was the worst surrender in the history of the British army, and this battle has been deliberately omitted from their history books, this unexpected victory was a shock to the oppressed who had lost hope of a free life, this film provides an accurate analysis of this battle to be an example for all current generations that only unity and ignoring the sectarian differences can make miracles on the mutiny against injustice."
L'orizzonte chiuso,"The original Italian title is 'Per un Nuovo Domani'. It's the forgotten story of a group of non-Italian Jews, who had fled to Italy from Nazi occupied countries in Europe, who were forced to migrate to a small place in Tuscany, 'Castelnuovo di Garfagnana', when the 'racial laws' were passed by the fascist government, following the German rules against the Jews. Theirs was a secluded and difficult life, but still a bearable life until the fall of the Mussolini government. When the Republic of Salò was created in the northern areas of Italy, after the September 8th, 1943, armistice with the Allied Armies, who had landed in the Sicily island in the month of July of the same year, the life of the small Jews community turned to the bad. Some of them ran away, but most of them didn't and were abducted to German concentration camps, where they lost their lives. The whole movie is made of a medley of real 20th century footage along with scenes that were shot with actors, playing the main roles. It's worth watching. It's an 8 points movie in my opinion."
La tv nel pozzo,N/A
Lafran,"A biopic film, Lafran Pane in building the Islamic Students Association (HMI). The national and Islamic values instilled by Lafran became the foundation for HMI in contributing to Indonesia."
Landesverräter,"Switzerland, 1942: Hoping to make a career as a singer in Germany, poor vagabond Ernst Schrämli sells Swiss military information to a Nazi spy. But then his offense is discovered."
Landscapes of Home,"""Landscapes of Home"" is a story about two doctors living in the Japanese Canadian internment camps who lost their homes and identities."
Last Flamingo of the Red Summer Sunset,"The frontier is closing, but the imagination of the west remains. Decades since the genocide of a local tribe, there is one final 'wild-man'. Benjamin wishes to rid the land of the indigenous peoples, tasking Henry with extermination."
Lavender Men,"While working on a play about Abraham Lincoln, the show's lonely stage manager daydreams an elaborate fantasia about the 16th President's gay love affair."
"Le Temple d'Hatchepsout, Reine d'Egypte",N/A
Le choix du pianiste,A talented French pianist faces an impossible choice during wartime: perform for Nazi officers or lose the woman he loves - his former mentor who taught him everything he knows.
Le quatrième mur,"Georges, a politically committed stage director, has given up activism. But when Samuel, his best friend suffering from an incurable disease, urges him to pursue his crazy idea of staging Anouilh's Antigone to steal two hours of peace from the Lebanese war, Georges cannot refuse. In Beirut, George will rapidly discover the tense atmosphere and all the war conflicts between ethnic groups in the country. The play seems to be a glimmer of hope, even if the cloud of a raging war is upon them. How will the man who has only ever known revolt face the reality of the conflict? Will he be able to escape unscathed?"
Legend of the Lizard,"When you talk insurance, there's one legend who everyone has a story about. The GEICO Gecko. ""Legend of the Lizard"" chronicles the career of this world-famous spokescreature. It features unaired footage and unforgettable interviews from colleagues and customers, the result is a stunning portrait of an icon who changed the coverage game forever."
Les pionniers du surf tahitien,N/A
Limonov: The Ballad of Eddie,"The outrageous story of Eduard Limonov, the radical Soviet poet who became a bum in New York, a sensation in France, and a political antihero in Russia."
Lisabi: The Uprising,"A valiant Yoruba folk hero rises against tyranny, rallying his people to reclaim their land and identity, reshaping history through courage and resilience, defying oppression."
Liza: A Truly Terrific Absolutely True Story,"A tribute to a young artist of unlimited raw talent and the deep, creative relationships she has with her mentors and influences."
Los indomables,N/A
Louise Violet,"France. End of the 19th century. Louise Violet, a Parisian teacher, is sent on a mission to the French countryside. She has to impose the free, compulsory and secular school of the Republic."
"Love, Courage and the Battle of Bushy Run","Colonel Henry Bouquet, with a ragtag group of British soldiers, Scottish Highlanders and American volunteers, was tasked with trying to save the hundreds of men, women and children facing certain death - or worse - in Fort Pitt."
Lula,"An intimate portrait of Luiz Inácio ""Lula"" da Silva, one of the world's most influential political figures, chronicling his extraordinary path to regaining Brazil's presidency in 2022 after a 19-month imprisonment."
Lulu in Turin,"A film about making a film, favourite films, an obsession with an icon of silent cinema, Turin and its history, architecture, cinemas and people, stories of female empowerment and fulfilment that subvert the male gaze, and dreams."
Madame Durocher,"Follows the life and career of Madame Durocher, first woman to be accepted in the Brazilian Medical Academy."
Magic & Monsters,"Young actors from Minnesota Children's Theatre Company confront the trauma of sexual abuse by the company's founder in the 1980s, seeking justice and healing in the post-#MeToo era."
Maharaj,"Based on a real-life historic court case, a bold journalist questions a revered leader's immoral behavior."
Maidaan,"Inspired by the Indian national football team coach and manager Syed Abdul Rahim, who is regarded as the architect of Indian football."
Malvinas: O Diário de uma Guerra,"Ricardo Pereira, Globo's London correspondent, discovers an Argentinian soldier's diary in the Falklands after the war. Now ill, he returns with the diary's author, Adrián Sachetto, to confront memory, war, and reporting duty."
Malês,"A couple about to get married is kidnapped from their homeland in Africa and brought to Brazil as slaves. Separated by fate, they both struggle to survive the horrors of slavery and become involved in the largest Brazilian slave uprising."
Manuscripts,"Set to redefine perceptions of biblical teachings, the film reveals startling new insights into the authenticity of translations and challenges the adherence of Roman Catholicism to true Bible doctrine."
Manyunya. Priklyucheniya v Moskve,"The year is 1981. Manyunya has long dreamed of attending a concert of her favorite band ""Zemlyane"", but she could not imagine what incredible events and unexpected acquaintances await her and friends on Red Square, in the circus on Tsvetnoy Boulevard and in the parks of the capital."
Manyunya. Priklyucheniya v derevne,"Manyunya, Narine and Karine go to the village to visit their grandmother for the summer holidays, where they face boring and monotonous days, but unexpected events force them to look at village life in a new way."
Marcho - L'ultima bandiera,"1420. On the arrival of the Serenissima, all the Friulian nobles bowed to their new master. Only one, Marcho, castellan of Moruzzo and standard-bearer of the Patriarch, refuses to bow: a choice he will pay for with his life."
Maverick from the Edge,"Mount Triglav has a special place in Slovenian national identity. The film is a tale of this mythological mountain, and the race between Slovenian and foreign mountaineers for the championship of the prestigious North Triglav Wall."
Max Corvo for Freedom the Secret War of Oss in Italy 1943-1945,N/A
Meet the Roman Emperor with Mary Beard,"Delving into the imperial past, the story uncovers the hidden world of Roman emperors through her interpretations of ancient inscriptions and artifacts across iconic sites."
Meeting with Pol Pot,"Three French journalists travel to Cambodia in 1978 after receiving an invitation from the Khmer Rouge regime, embarking on a perilous adventure."
Memoir Seorang Guru,"Sunan, a hard headed, temperamental urban primary school teacher left town and headed to a kampung (rural) school, hoping to find peace after losing his wife. Who knew his daughter and him would ride on a emotional roller coaster."
Mi Ilustrísimo Amigo,N/A
Mustafa,"The childhood of Mustafa Kemal Atatürk, the founder of the Republic of Turkey"
Myall Creek Day of Justice,Based on the story of late 1830's colonial Australia where an unspeakable crime against First Nations people caused an upheaval between law and order.
Mysteries of the Terracotta Warriors,"Fifty years after the Terracotta Warriors' discovery, this documentary unearths new secrets from China's first emperor's mausoleum and its 8,000 pottery soldier guards."
Mythical Creatures,"Renowned artist Gary Baseman embarks on a journey from the Fairfax District of Los Angeles to the villages of Poland and Ukraine, in search of a hidden family secret from World War II."
Márton Áron Erdély püspöke,N/A
Nancy & Bill: The Story Before Oliver Twist,"Nancy is sent on a undercover mission, to spy on an American who has just moved to London. This American, named Edward, has made it his mission to educate the poor of Londons streets. Nancy attends the classes and ends up getting very close to her new teacher."
"Napoléon, Albine, Betsy et les autres","Misogynist, unfaithful, unhappy in love? Napoleon loved women, and many played a decisive role in his life: his mother, sisters, wives, confidantes, one-night lovers, or regular mistresses. They came back to his mind during his exile on Saint Helena, where he experienced his last loves. The passionate Albine de Montholon and the clever, witty Betsy Balcombe rekindled the most intense moments of his existence."
Nebesko,"The film ""Heavenly"" was inspired by the spiritual legacy of the sacred Nemanjic ruling line. The heroes of the film are the children of today, Dusan and Hristina, who will reveal to us the reasons why most of the rulers of this dynasty were canonized as saints, using their imagination as a time machine, and true stories from the past will awaken in them the deepest and most beautiful emotions and crown love as the strongest force in the world. ."
Nerah Documentary Film,N/A
No Chains No Masters,"Massamba and his daughter Mati, slaves on Eugène Larcenet's plantation, hatch a daring plan to escape slavery, braving numerous obstacles in their pursuit of freedom."
North Korea: Dark Secrets,"Discover how the North Korean people suffered famine, labor camps and public executions, while the Kim regime spent three generations relentlessly pursuing nuclear ambitions."
Notre rêve américain,Biz and Jean-Michel Dufaux explore the often overlooked stories of French Canadians who shaped American history.
Now or Never!,"On March 15, 1848, a young firebrand poet, Sándor Petöfi ignites the Hungarian Revolution with his passionate 'National Song', prompting the Austrians to dispatch a ruthless secret agent to assassinate him and suppress the uprising."
O Voo do Crocodilo - O Timor de Ruy Cinatti,"The Portuguese poet and anthropologist, Ruy Cinatti, and his nomadic experience in East Timor: while preserving the cultural identity of the People and its territory, he becomes a Timorese."
O Último Papagaio de Timneh,N/A
Obraz,A hunted child will find refuge in the house of the enemy. The host faces a terrible choice: save the child's life or risk losing his own family.
Oda: Vlucht door de Eeuwen,"On the run from the year 700, Oda finds shelter in a Dutch village. Blind resident Hilde is asked by Oda for help. When they embark on their adventure together, Hilde soon finds out that this will change her life forever."
Okufere,N/A
On Air,N/A
On Moral Grounds,"Shot on location in Eastern Europe and in the courtrooms of the United States, this documentary brings to light the saga of WWII restitution and the stories of those who have sought justice for half a century. One man, Adolf Stern, takes us on an emotional journey that mirrors similar quests by thousands of other Holocaust survivors. After being liberated from Buchenwald, Adolf, penniless, traveled to Prague to redeem his father's life insurance. Rather than being consoled as a survivor of unspeakable horrors, he was thrown out of the insurance company office. He was told: ""No death certificate, no insurance claim."" Not until 1996 did the matter arise again. Adolf's niece, attorney Lisa Stern, heard the story through family members. Lisa teamed up with the pioneer of bad faith insurance law, William Shernoff, and set off on an incomparable legal odyssey. Against all odds, the two lawyers were determined to right the wrong perpetrated on Adolf and other survivors by insurance companies, which were supposed to take care of their policyholders in times of need. This David and Goliath account explores how persistence and powerful advocacy can achieve justice for wrongs committed half a century ago in a foreign land."
On the Wing,"The impact of WWII on members of the 15th Air Force is told through personal interviews and visual content. On The Wing examines the training these flyers endured, the danger of every sortie and the cost of war in these hostile skies."
Onihei Hankacho: Ketto,"After being denied a role as an informant by Heizo, a tavern keeper's daughter secretly pursues her own investigation of a mysterious man living a double life."
Operation Star,"A Greek captain and sergeant, on the run after sabotage attempt against German forces, seek refuge in a village. Hunted by a ruthless German lieutenant's platoon, an unexpected love story unfolds amidst wartime, altering their paths."
Operation Undead,"1941. Chumphon Province, Thailand. Mok and his ragtag unit of young soldiers are thrown against the invading Japanese forces. The invaders bring with them a terrifying biological weapon, unaware that it has plans of its own."
"Otger Cataló, La llegenda",N/A
Panjab Files,"Delves into pre-1947 Punjab, highlighting Punjabi's sacrifices for freedom from colonial rule and liberation of gurdwaras. Portrays resilience through peaceful protests."
Patrice: The Movie,"A disabled couple in their 50s, Patrice and Garry, want to marry but risk losing their benefits if they do. Despite the risk, they decide to hold a commitment ceremony."
Paul Anka: His Way,"Born in Ottawa to immigrants, Anka exhibited early musical talent. At 16, he ambitiously headed to New York . Unlike other teen idols, he wrote his own songs. His multi-genre, multi-decade success resonates across generations."
Pirates & Slaves,Drama documentary based on the latest discovery of a 16th Century sailing shipwreck found close to Malta by an underwater research team led by maritime archaeologist Timmy Gambin.
Piri Reis: The Incredible Chart,"In 1929, Diessmann, a German scholar, discovers an ancient map of a Kurdish Admiral, struggling to find out the map's secrets, and expose one of the biggest lies in history. The chart leads him to so many troubles during his Journey."
Pismo,N/A
Pol Pot Dancing,"A star dancer at the Cambodian royal court lovingly raises her husband's little brother as her own son. Decades later, as a forced laborer under the oppressive rule of Khmer Rouge, she discovers that her foster son is none other than Pol Pot. The mass purges of the regime (spanning from 1975 to 1979 - Pol Pot annihilated 25% of Cambodia's population) are intertwined with painful memories of the relatives of the bloodthirsty dictator, who today stage an impressive dance performance depicting an encounter between the leader of the Khmer Rouge and his foster mother. In this stunning documentary, valuable archival material is seamlessly combined with the images of the dancers, the traditional costumes, and the descriptions of the deep significance behind this major cultural expression of the Cambodian people, offering a flawless outcome, one that is profoundly melancholic, beautiful, and yet at the same time tragic. Art serves as pain relief for the greatest open wounds of History."
Powstaniec 1863,"A gripping story about a man who was the terror of the Russian Empire: the legendary figure of a Polish priest, chaplain and general - Father Stanislaw Brzoska."
Public Defender,"Follows the work of Heather Shaner, a lawyer representing January 6th rioters, who works to confront America's political divisions with empathy."
Queen Elizabeth II: Before the Crown,"George VI was said to have called Elizabeth his ""pride"" and Margaret his ""joy."" Much of Princess Elizabeth's lessons in life have been well taught by her father, who prepared Elizabeth to be queen as soon as he was coronated. It's likely that this boost helped to inspire Elizabeth's well-known loyalty and devotion to the United Kingdom. The influence of her surroundings, and the very nature of her family, shaped her into becoming the longest-reigning monarch in all of British History. Elizabeth was taught from such a young age, what a monarch should be about. She put in the forthright dedication just as much and her father did, and is now known to have become... The longest reigning monarch... In British History."
Queer,"In 1950s Mexico City, an American immigrant in his late forties leads a solitary life amidst a small American community. However, the arrival of a young student stirs the man into finally establishing a meaningful connection with someone."
Quisling: The Final Days,Five years of occupation during WW2 ends in Norway. Vidkun Quisling is in prison for treason and is to be held accountable for his actions. Can a priest help him find peace of mind? Can the traitor with big thoughts about himself repent?
Quo Vadis,N/A
Raconte-moi la France,N/A
Ray of Hope,Rathika Sitsabaiesan is a former Canadian MP who advocates for the Eelam Tamils who escaped genocide. Rathika's story is told through real-life experiences of being followed by the same government responsible for the widespread suffering.
Razakar: The Silent Genocide of Hyderabad,Revolves around the Hyderabad Liberation Movement of 1948. Capture the struggles of Telangana and its people in the early days of Independence to reclaim their religion and identity in the face of military and political oppression.
Reagan,"A drama based on the life of Ronald Reagan, from his childhood to his time in the oval office."
Red Poppies,"Monte Cassino film follows Jedrek, a Russian ex-gulag orphan joining Allied II Corps. His meeting Pola, a nurse, transforms him as they experience the Battle of Monte Cassino, crucial for the Italian campaign and Jedrek's destiny."
"Renato Schlatter, l'ange déchu du football suisse","A director from the 1990s retraces the life of a Swiss footballer who went through a descent into hell. Between music, cinema, and football, his career was full. Until the day he mysteriously disappeared, leaving no trace... His inner circle tries to unravel the mystery."
Rinnans rival,"When other Jews were deported, Karl changed the Isaevitch name and became double agent Karl Adding, Henry Oliver Rinnan's fiercest rival. Fredrik Lie didn't know that his grandfather was one of Norway's most important Gestapo agents."
Rising Tennis Star Meloni Jones,"Rising tennis star player Meloni Jones 8 years old becomes the historic youngest female tennis athlete to verbally commit to a university. On August 5th, 2024, she signed a historic letter with St. Thomas Bobcats tennis team. Yes God is 1"
"Ritter, Burgen, Edelfrauen - Liebessagen aus dem Mittelalter",N/A
Running Towards the Fire - A War Correspondent's Story,"""Running Towards the Fire - A War Correspondent's Story"" captures the pivotal roles war correspondents played during the Allied forces' 1944 D-Day invasion of Europe and the subsequent defeat of Nazi Germany and the Axis powers in 1945."
SLON,"Autumn 1929. Lina from the noble Golitsyn family arrives for a meeting with her husband Georgy Osorgin, who is serving a prison sentence in the Solovetsky special purpose camp. Lina does not know that after her departure from the island, her husband will be shot."
Sadik Ahmet,"Adapted from a true story, this film is about the Dr. Sadik Ahmet, who fought for the democratic rights of Muslim Turks in Western Thrace for many years."
Saigon,"Thirteen-year-old boy living in Vietnam during war befriends locals, witnesses violence and beauty, navigates new world, self-discovery amidst political crisis."
Saint-Exupéry,"When Airmail's best pilot Henri Guillaumet disappears in the Andes, his best friend Antoine de Saint-Exupéry decides to set out in search of him against all odds."
Sathur: Part1,N/A
Saturday Night,"At 11:30pm on October 11th, 1975, a ferocious troupe of young comedians and writers changed television forever. Find out what happened behind the scenes in the 90 minutes leading up to the first broadcast of Saturday Night Live (1975)."
Seize Them!,"Dark Ages Britain where Queen Dagan is toppled by a revolution led by Humble Joan. The Queen becomes a fugitive in her own land, and must face hardship and danger as she embarks on a voyage to win back her throne."
September 5,"During the 1972 Summer Olympics in Munich, Germany, an American sports broadcasting team must adapt to live coverage of the Israeli athletes being held hostage by a terrorist group."
Shirley,Shirley Chisholm makes a trailblazing run for the 1972 Democratic presidential nomination after becoming the first Black woman elected to Congress.
Shivrayancha Chhava,"After Chhatrapati Shivaji's death, Chhatrapati Sambhaji leads Marathas. Bahadur Khan, Subhedar of Burhanpur, with Kakar Khan, levies Jizya tax on people. Sambhaji raids city, saving people from unjust rule."
Silence in Sikeston,"How a lynching and police killing 78 years apart haunt the rural community of Sikeston, Missouri."
Silver Star,Plot details kept under wraps.
"Silver, Speik and Sumpters",A mine worker is introduced to the mine and experiences everyday working life in the medieval tunnels. The work is accompanied by accidents and disasters and puts the miners to the test every day.
Simona Kossak,"Biography of Simona Kossak, a scientist and ecologist."
Sinhabahu,"The movie is based on the legend of King Sinhabahu, the son of a lion and a royal princess Suppa Devi."
Sisam,"Set in the historical context of the early Edo period, when the Matsumae clan, who ruled over Ezochi (present-day Hokkaido), traded with the Ainu people, this is the story of a young samurai caught up in the whirlwind of history getting exposed to different cultures and customs and reflect on his life. The Matsumae clan is said to have derived its main source of income from trading goods with the Ainu people. Kojiro is the son of a samurai who specializes in selling goods obtained through trade to other clans. One night, Einosuke, Kojiro's older brother, is killed after discovering his servant Zensuke behaving suspiciously. Kojiro vows to avenge his brother and travels to Ezochi to pursue Zensuke."
Sivestan,N/A
Six Days in August,"The Prophet Joseph Smith is dead, killed by a mob. Enemies of the LDS Church think the church will die with Joseph. In fact that danger is a real possibility. The crisis is undeniable, and the saints in Nauvoo are in chaos."
Six Nine Five (695),Based on Ram janambhumi Struggle. Historical drama concerning the birth of Rama
Small Things Like These,In 1985 devoted father Bill Furlong discovers disturbing secrets kept by the local convent and uncovers shocking truths of his own.
Solos en la noche,"A group of politically motivated labor lawyers hides in a house when the coup d'état of February 23, 1981 takes place in Spain. Without really knowing what to do."
Something to Stand for with Mike Rowe,"Join America's favorite storyteller on an epic journey to the heart of Washington DC. This cinematic tour de force will take viewers to the frontlines of the American Revolution, World War II, the Civil Rights movement, and more."
Song of the Last Lacandon Holy Man,"On a quest for ancestral music, musician Luis Pérez-Ixoneztli meets the spiritual elder of one of Mexico's most isolated indigenous groups, who believes danger will befall his village if his son does not take his place."
Sragaal,"When a Professor tries to expose corrupts in collage, he realizes that the path of truth will only led towards suffering in this Kalyug era. Living a nostalgic life, feels lost and wants to find a path."
Stampila,A middle-aged woman decides to overthrow the powerful oligarch who controls her country. She must stop the oligarch from stealing the people's money and making her country the poorest in Europe.
Sucha Soorma,"A 100+ year-old story of the legendary rebel, the famous Punjab da Kissa, Sucha Soorma!"
Svjedoci pravde - Ratni zlocini u Bosanskom Novom,"My name is Suvad Hotic... and I am bringing you a story which reaches into the dark depths of war. There are moments in which the entire world turns into ashes and dust, and dreamy hands that once built that wonderful world now find themselves in shackles. That is the fate that befell us - me and my homeland. Those are times in which hopes and dreams crumble in a single moment. People you treated well, people you believed to be your friends, become animals who now saw you and your family as their prey. Such a realization brings indescribable bitterness and pain. It is a time of war. But, remember, that war was not your choice, even if it became your only and biggest problem overnight. How do you save the lives of children, how do you make wise moves? The war is imposed on you, and you are not prepared because you were not expecting it. Who are you fighting against, who should you be afraid of? Your best man, a colleague who has been a friends since elementary school, or at least you thought as much? A close friend with whom you spent countless summer evenings at the river bank of your city, charming the most beautiful women? All of them, or almost all. Everyone...took off their masks and showed their true face. The face of a beast who, with bloody eyes, attacks its prey. You have become their prey, and the only reason is that you did not belong to the same religion that the evildoers believe they belong to. In their bloody attack, they treated nothing as holy: women, children, old and weak, in their eyes became legitimate targets that should be eliminated regardless of means. Because we value love and peace almost above all, we want to talk about war. War is a demonic force that is easy to start, but difficult to extinguish. The price that we pay is large, indescribable. If you would like to join us, shoulder to shoulder, together we can awaken a consciousness for coexistence, love, tolerance, and peace. Support this project and enable us to translate this true story to the film screen, to be shared with you and future generations. The story will leave nobody indifferent, and will leave a lasting mark on our souls, something that will never fade."
Synthwave Horror: Night of the Living Dead,N/A
Taghiev: Oil,Chronicle of the life and charitable activities of the prominent Azeri millionaire and philanthropist Zeynalabdin Taghiyev.
Tatai Patara 1597,True story of the petard of Tata (1597). The history of the Tata castle and the warfare of the ottoman wars. The life and military deeds of count Miklós Pálffy and behind the scenes of the Tatai Patara Historical Festival also been introduced in the documentary.
Tayna Chyornoy Ruki,"1954. The year since Joseph Stalin died. The whole country, and every Soviet person, is waiting for the unknown. A terrible, long, long, but one way or another, familiar era has ended. And no one knows what will happen next. And through this huge country, frozen in anticipation of an unclear future, a little boy, Mishka Chereyskiy, rides."
Tears of Blood,A knight and a priest investigate the disappearance of a young girl and the masked cult responsible.
Tesouro Natterer,"The naturalist Johann Natterer was a member of the Austrian Expedition that accompanied the Archduchess Leopoldina on her journey to Brazil in 1817, which resulted in a collection of over 50,000 objects, preserved in 2 of Vienna's museums."
Testimoni del tempo,N/A
Thangalaan,"Based on the true events that revolve around the lives of mine workers in the Kolar Gold Fields, Karnataka."
The Apprentice,"A young man took over his father's real-estate business in 1970s and '80s New York, and got the helping hand of an infamous closeted gay lawyer who helped him turn this young man into a notorious legend. Based on true events."
The Ballad of Davy Crockett,"In 1815, an American Legend, whose wife has fallen deathly ill, leaving his young children to survive on their own, must fight his way back to them across the many perils found in the Savage Lands of the wild frontier."
The Birth of Korea,"Tells the story of a former South Korean head of state, who died almost six decades ago."
The Canal Map of Britain,Explores the historical significance of canals as vital transportation routes during the Industrial Revolution.
The Children's Train,A seven-year-old boy named Amerigo who in 1946 leaves his impoverished family in Naples and gets on a train to go live with a wealthier family in the north as part of a postwar initiative to rescue children from poverty.
The Coastal Map of Britain,"The Film explores Britain's port history: ancient coastal trading, Roman influence, Elizabethan expansion, tea trade boom, Industrial Revolution's impact on maritime commerce, and key events shaping prominent ports."
The Colonizer,"When a devout Christian struggles to align his principles against the challenges of an unexpected, boundary-pushing stranger, he must persevere without losing his Faith."
The Commandant's Shadow,"Follows Hans Jürgen Höss, the son of Rudolf Höss, the Camp Commandant of Auschwitz when he confronts his father's involvement in the murder of over a million Jews during the Holocaust."
The Damned,"In the winter of 1862, during the Civil War, the U.S. Army sends a volunteer company to patrol the uncharted Western territories."
The Devil's Bath,"Austria in the 18th century. Forests surround villages. Killing a baby gets a woman sentenced to death. Agnes readies for married life with her beloved. But her mind and heart grow heavy. A gloomy path alone, evil thoughts arising."
The Embers,A murder case in the market broke the peace. A police officer and his partner met a strange man while searching for clues. The old accounts of history are like the embers of time. How many forgotten and secrets are there behind?
The Epic History of Europe: From Caesar to Charles de Gaulle,"It follows the history of France, from the Celts to Napoleon's conquests and right on through post-World War II."
The Fall of 2008,"After starting a painting business right before the housing crash, a filmmaker drives over 35,000 miles to track down the people who saw it coming and look back at the responses to the largest financial crisis since the great depression."
The Flood,Follows the last days of Louis XVI and Marie Antoinette before they were executed.
The Girl with the Needle,"Copenhagen 1919: A young worker finds herself unemployed and pregnant. She meets Dagmar, who runs an underground adoption agency. A strong connection grows but her world shatters when she stumbles on the shocking truth behind her work."
The Great Ambition,"Follows the life of the great and popular political leader Enrico Berlinguer, who almost led Italy's Communist Party into power in 1978."
The Great Lillian Hall,"Lillian Hall, a Broadway actress, has never missed a performance throughout her long, illustrious career. Yet in the rehearsals her confidence is challenged. People and events conspire to take away her ability to do what she loves most."
The Haka Party Incident,The last New Zealand War happened in 1979. It lasted three minutes.
The Happiest Place on Earth,Follows Walt Disney journey to building Disneyland.
The Hegartys of the Laurels,"Ireland in the 1920s and the War of Independence is at it's height. In Cork, ""The Laurels"" home of the Hegarty Family was used as a safe house, bomb factory and intelligence hub. When the truce to end the War of Independence was signed in 1920, the Hegarty family rejected the treaty and continued the fight for full Independence. The Civil War that ensued tore families and communities apart and was a very dark chapter in Irish History. This is the story of the Hegarty Family, their bravery and how they survived the turmoil of both wars as Ireland broke free from centuries of British rule."
The Impact: Groundbreaking Documentary,"Students of Nazi anticultist Walter Künneth have revived his methodology. Centered in Russia's RACIRS, their influence spreads across Western democracies, covertly fueling hatred and division."
The Kingdom,The story is set in the Kingdom of Kalayaan in the contemporary era in an alternate version of the Philippines where the islands were never colonized.
The Last Front,"Amidst World War I's chaos, a grieving father turns hero, leading villagers to safety while evading a relentless enemy driven by vengeance."
The Legacy of Mahaveer,Depicts how the whistleblower Vardhamn Suri carried forward the legacy of Bhagvan Mahaveer.
The Lost Colony,A filmed version of the Tony Award winning symphonic drama of The Lost Colony directed by Jeff Whiting
The Man Outside,"A soldier named Beckman comes back home from war, only to find himself being rejected by everyone. First being rejected by his wife as he goes home. Following being rejected by her, he confronts his commander and his commander mocks him, asking him to go work at a circus. Beckman tries to get a job at a circus, but even the circus owner rejects him. At the end, he goes back to his childhood home, but finds out his parents have died a long time ago, while he was fighting in war."
The New Year That Never Came,"On the brink of revolution in 1989 Romania, six lives intersect amid protests and personal struggles, leading to the explosive fall of Ceausescu and the communist regime."
