Title,Storyline
Fox & Hare Save the Forest,"It centers on the adventures of Fox and Hare, best friends who are surrounded by a bunch who have become like family. One day, they find out that Owl has gone missing, and they embark on a journey to find him."
Frankenstein Theater: The Magic Sword,"Mad scientist Lauren Frankenstein and her first successful creation RoboRuju watch the classic film ""The Magic Sword"" (1962) and analyze it for scientific purposes."
Freaky Tales,"Four interconnected stories set in 1987 Oakland, CA. will tell about the love of music, movies, people, places and memories beyond our knowable universe."
Friendly Fire,"Sonya , a female CEO wants to put Philippine esports on the map. She scouts a young female player Hazel from a internet cafe, sees the potential in her and trains her."
Furiosa: A Mad Max Saga,"After being snatched from the Green Place of Many Mothers, while the tyrants Dementus and Immortan Joe fight for power and control, the young Furiosa must survive many trials as she puts together the means to find her way home."
Fuuto PI: Portrait of Kamen Rider Skull,"When the monster Dopants, who use the power of the Gaia Memory, begin to operate in the windy city of Fuuto, the young Shotaro becomes an assistant to the detective Narumi Soukichi and spends his days chasing after him. Shotaro, who knows nothing about Soukichi, who secretly works as Kamen Rider Skull in addition to his detective work, becomes increasingly frustrated. One day, a new request comes into the Narumi Detective Agency, leading Shotaro and his team to a fateful night."
Gaami,"Shankar, an amnesiac Aghori who suffers from the fear of touch, goes on a dangerous Himalayan trail in search of a mythical cure for his condition. What happens when his past uncovers the way for him?"
Game On,"When a hyper dimensional crack arises between our reality and the game world, the best gaming players in the Netherlands must enter the game world to save their country."
Game of Death: The Six Doors to Hell,"Set in a bleak future in which the world suffocates under the iron fist of a tyrannical regime. Driven by unyielding determination, Ken Shiro sets out on a perilous mission to find the gate to Hell and save his daughter from the Inferno."
Geo Magazine,N/A
Gepack,"Four companions embark on a journey to the seaside, but their trip takes an unexpected turn as they discover a stowaway. This sets off a cascade of events, challenging them with dilemmas that will test the foundation of their friendship."
Get Close 2,"Believing that he was set up by Don Galvino, Slick sets things in motion in order to get close enough to Don Galvino to exact his revenge."
Ghost Island,"After an incident on the ship, mysterious terrors begin to haunt them in unusual ways. The emergence of various unexplained threats further worsens the situation and forces one of the teenagers in the group to find a way out."
Ghostbusters: Frozen Empire,"When the discovery of an ancient artifact unleashes an evil force, Ghostbusters new and old must join forces to protect their home and save the world from a second ice age."
Gladiator II,"After his home is conquered by the tyrannical emperors who now lead Rome, Lucius is forced to enter the Colosseum and must look to his past to find strength to return the glory of Rome to its people."
Gladiator II: The Art and Making of the Ridley Scott Film,"The official behind-the-scenes companion to Sir Ridley Scott's highly anticipated sequel to Gladiator This definitive volume takes readers deep into the extraordinary production of Gladiator II. Exploring the revolutionary special effects and breathtaking artistry that went into re-creating the grandeur of ancient Rome on a truly epic scale, Gladiator II: The Art and Making of the Ridley Scott Film features storyboards, unit photography, concept art, character and costume sketches, and an array of props and ephemera, offering a comprehensive look at the creative process behind one of the most eagerly awaited sequels of our time. With a foreword by Sir Ridley Scott and exclusive interviews with the cast-including Paul Mescal, Denzel Washington, Pedro Pascal, Connie Nielsen, and more-as well as insights from production designers, armorers, and the visual effects team, the book grants an insider's look at this cinematic epic and is an essential companion to the film."
Gladiators,"When a once great gladiator's betrothed is murdered, he vows to hunt down the killer. But when he discovers the murderer is no stranger, the gladiator must enter the Colosseum once more to avenge his bride."
Godzilla x Kong: The New Empire,"Two ancient titans, Godzilla and Kong, clash in an epic battle as humans unravel their intertwined origins and connection to Skull Island's mysteries."
Going Viral,"In a neon-lit backdrop of the 1980s, a nerdy teenager suddenly gets the popularity he's always wanted when a deceitful artificial intelligence makes him a video star."
Golden Kamuy,"In the early 20th century in Hokkaido, Japan, a treasure hunt between various parties takes place for a hidden stash of gold."
Goodbye Hamdi,"When a rookie journalist is thrown into the deep end with the job of covering the death of a high-profile figure, she finds herself in a quirky predicament. Her mission? To crash at the home of the deceased's youngest daughter, who's supposed to spill all the juicy details. But what starts as a straightforward assignment quickly spirals into a hilarious escapade filled with unexpected guests-some she'd rather avoid and others she's been eagerly anticipating. In just a few wild hours, this comical rollercoaster ride transforms her outlook on life in the most unexpected ways."
Gostya iz kosmosa,Fate has prepared a surprise for the most ordinary Novosibirsk schoolchildren: to find themselves in the epicenter of a confrontation with aliens.
Gracie and Pedro: Pets to the Rescue,A pampered show dog and a street-smart alley cat embark on a thrilling journey to find their family after being separated during a cross-country move.
Guest from the Future,"Kolya Gerasimov is an ordinary guy: video games, rap and hanging out with friends. The last thing he worries about is the future. Until one day he himself enters the future. And not everything is easy there."
Gumshoe Jon and the Mystery of the Saucer Men - The Even Better Version,"Gumshoe Jon, an cowboy adventurer haunted by war PTSD, seeks an artifact rumored to locate a UFO that crashed eons ago with immense power. Jon's quest is filled with danger, mystery, and the hope of world-changing secrets."
Güzel Bir Rüya,"In the summer of 2005, two children living in a small town embark on a difficult journey from Samsun/Ladik to Istanbul to reach the movie star Meryem, whom Alper falls in love with."
Hain,N/A
Hansel & Gretel Go Walk-About,N/A
Hanu Man,An imaginary place called Anjanadri where the protagonist gets the powers of Hanuman and fights for Anjanadri.
Harmonie,Landing on the planet Harmonie is the first step of the space mission led by Jesús Pérez. The atmosphere is breathable and the colors are soft; everything seems to align with his peaceful and generous intentions.
Harold and the Purple Crayon,"Inside of his book, adventurous Harold can make anything come to life simply by drawing it. After he grows up and draws himself off the book's pages and into the physical world, Harold finds he has a lot to learn about real life."
Hasta Que Nos Encontremos De Neuvo,A woman in Cuba risks her life to reach her lover in America.
Heavens: The Boy and His Robot,"The journey of a struggling young pilot, Kai, and his fighter mecha, Little Dragon, set against a backdrop of epic galactic warfare told with action, humor, and heart, rekindling wonder in adults and sparking the imaginations of children."
Historia de pastores,"The highlands of Granada, Spain, 2027. Among sheep, ruins and drones, a student and two shepherds meet and connect. Their lives entangle as they explore the history of a homestead that appears and vanishes at will."
Hitpig,A bounty hunter pig finds himself trekking the globe with a free-spirited elephant he intended to capture.
Hope & Glory,"In a world beyond saving, Max roams the deserted roads in search for oil, that leads him to accept a dangerous mission to get what he wants..."
Huaquero Tierra Maldita,"When a group of plunderers discovers the legend of an ancient shaman, archaeologist Adrian Armando must protect the treasure from treacherous hands. Will he be able to avert it?"
Hyacinthe,N/A
Håkan Bråkan 2,"Håkan Bråkan wants a pet, but he has to show that he really is responsible enough. First - a week at a scout Jamboree without causing chaos? But there are thieves and he finds a treasure map to dangerous caves. Can he go for the adventure?"
I Hate Summer,"Comedy about three couples who unknowingly book the same house for their family vacation, turning summer into a comical exercise in tolerance."
I Heart Robots,"Years after a robot apocalypse, Terra ventures away from her secluded compound to take her lovable robot companion West to save what's left of a dying world."
I Left My Heart in Colombia,"Two friends are brought to Medellin, Colombia under the guise of a pleasurable business trip by their friend who is already there to make good on a financial obligation. The man that they are all forced to meet with to settle the debt has something special planned for ALL OF THEM."
I V Y: World of the Future,"Now Ivy, Mike, And Claire Must Work Together To Stop Master Void (Lucifer) (with his Crystal Lights To Keep Ivy Comet Hometown Safe or probably he will destroying it FOREVER?)"
I am the girl 3 me and my girlfriend,"Two friends are on vacation in Japan and training for a competition, but strange things happen. Suddenly the friend disappears without a trace. Apparently her clothes were taken off, what happened? I have to find my girlfriend, there is a light on in a house and the girlfriend is also tied up, can she be saved?"
I racconti del mare,"Two young boys with different background, upbringing and stories, find themselves lost on a boat in the middle of the Mediterranean sea. They soon realize that their only way to survive is to put aside their differences and work together."
I'm Professional,"The destitute actor Fu Gui unexpectedly obtained tickets to a Laos tour group and participated in a script killing game mainly focused on performance. Fugui played the role of a spy with great care, but fell into the midst of gang fights. He treated everything as a game and was full of confidence, relying on years of accumulated acting skills to face all difficulties. Fake agents with both laughter and laughter, and unique acting duels. As the conspiracy gradually unfolds and the plot spirals out of control, where will he go?"
"I, the Executioner","Rookie detective Park Sun Woo and Seo Do-Cheol, a veteran of the Violent Crimes Investigation Division team, chase after a serial killer who shakes up their world."
Ice Maiden,"Ice Maiden charts the uncompromising determination of Australian Lisa Blair, who became the first woman in history to sail solo around Antarctica."
Igrisca ne damo!,"When Alma discovers that her father's company plans to demolish the playground, she gets determined to save green areas. Alma has no choice but to join forces with her worst enemies - Luna's skate gang."
Il cammino: Viaggio in Calabria,N/A
Il ricercatore,Gianluca Grimalda is the first worker ever fired for having refused to catch a plane for environmental reasons. He did an act of civil disobedience to save 5 tons of CO2 and raise awareness on the causes of climate change. Was it worth it?
Inside Out 2,"A sequel that features Riley entering puberty and experiencing brand new, more complex emotions as a result. As Riley tries to adapt to her teenage years, her old emotions try to adapt to the possibility of being replaced."
Iron Dusk,A farmer must defeat a band of rebels to secure knighthood and win a woman's hand in marriage.
Isle: Alpha One,"Maxwell ""Spotter"" Lin is given the opportunity alongside his colleagues to be deployed on an island, once B-Corp property, however, what he expects isn't in his cards. Will he and his team survive this hellhole of an island?"
Isola degli sguardi,N/A
Its Name Was Mormo,"A young family's life unravels into chaos as a sinister presence targets each member in its own malicious manner. Through the lens of police evidence, Mark, Diana, and Mia endure the torment of a demon deeply rooted in Greek mythology."
Ivan Tsarevich i Seryy Volk 6,Ivan Tsarevich and his friends go to an exhibition of wonders from the entire fairy-tale world.
Jackpot,"The story takes place in 2011 against the backdrop of the accident at the Fukushima nuclear power plant in the Far East. Ex-gangster Igor Khlebnikov works in a burger shop. Once, due to the ATM glitch, he receives 2.5 million rubles in cash, which starts a series of terrible and funny events."
Jake Danger and the Sword of the Explorer,N/A
Jathara,"In 19th-century, a sacred temple's blessing turns to a curse when betrayal shatters faith. A young man must confront a ruthless tyrant, unraveling dark secrets, to restore his family's honor and bring hope back to a drought-stricken land."
Jaunt,A washed-up photographer and a Parisian free spirit find more than escape on a spontaneous California road trip.
Joachim and the Apocalypse,"During the Crusades, Joachim's monastic habit has become like a second skin. Enveloped by the darkness of the world, his life intertwines with dreamlike experiences and mystical visions. A river of oil appears before his eyes. The ascetic receives divine revelations, prophecies, and visions that only his heart can unveil. His final endeavor is humanity's greatest challenge: to overcome the apocalypse."
Jurassic Invasion,N/A
Jurassic Triangle,A group of colleagues crash land on a mysterious island that they cannot escape. They discover they are not alone when they encounter an array of blood thirsty creatures and dinosaurs out to get them. Will they survive the island?
Justice League: Crisis on Infinite Earths - Part One,"The Anti-Monitor, the Monitor's evil counterpart, is released into the DC Multiverse and begins to destroy the different Earths that compose it. The Monitor attempts to recruit heroes from across the Multiverse to fight back."
Justice League: Crisis on Infinite Earths - Part Three,"Trapped in a pocket universe, surviving Earths face annihilation by the Anti-Monitor. Time shatters, bringing past heroes to aid Justice League against the epitome of evil. Their sacrifice may lead to victory."
Justice League: Crisis on Infinite Earths - Part Two,The Anti-Monitor (the Monitor's evil counterpart) is released into the DC Multiverse and begins to destroy the different Earths that compose it. The Monitor attempts to recruit heroes from across the Multiverse to fight back.
Kade,"In a new desolate world, our hero Kade pursues a life of vengeance while he struggles with the demons of his past."
Kage & Celeste,"In a kingdom, far, far away from Earth; humans inhabit another planet. Celeste is a twelve-year-old orphan girl, Kage is the son of an old Hag, and Narcissa and Waylon are two childless adults (or so they think). What will happen when Celeste and Kage escape their hiding spots on the same night? What will the Hag do when she finds out that Narcissa and Waylon disregarded her advice?"
Kaizen,"Captures the life-changing journey of 21-year-old non-athletic YouTuber, Inoxtag, sets out to climb Mount Everest within one year."
Kalki 2898 AD,The future of those in the dystopian city of Kasi is altered when the destined arrival of Lord Vishnu's final avatar launches a war against darkness.
Kalvan,"Kemban, a thief seeking an anti-poaching watcher job, finds out that it requires a bribe of Rs. 2 Lakh. Will he be able to arrange the money?"
Kamilota,"Servant Márty Dukan and Kamilota's groundskeeper. In this small town, which is surrounded by a rich valley and pasture, life is peaceful, until a twist occurs, ... the murder of the owner of the witch lands, with whom Márty had a strange affair. An event to destroy friends and families. The only one Márty can count on to help catch the killer is Pastor Koci, who knows all the town's confessional secrets. Dukan is accused of the murder but he is denying and decides to take the matter into his own hands. Chief Trevor Cápa is in charge of the case and has no real evidence and is looking for it. This is where Beliza appears in the town. A beautiful woman, the only one who trusts her heart and believes in Márty's innocence."
Kanguva,A tribal warrior's fierce struggle to save his people a millennium ago is mysteriously linked to a bounty hunter's perilous quest in the present.
"Katarina, ili Doch razboynika","An educational project of the Krasnoyarsk Opera and Ballet Theatre, which for the first time in Russia presents to the public a ballet from the legacy of Jules Perrot, forgotten for many years."
Katzie in Marokko,"During the Weimar era two Berlin lads embark on a motorcycle trip through Germany, Portugal, Spain and Morocco, where they run afoul of a palace miscreant who has kidnapped the Sultan's cat."
Killer Witches from Outer Space,"This October 31st, All Hallow's Eve is changed forever for one sleepy little town when three youngsters team up to overthrow an alien invasion by sending those witches back from whence they came. ""Trick or treat, smell my feet, witches came for people meat""..."
Kingdom of the Planet of the Apes,"Many years after the reign of Caesar, a young ape goes on a journey that will lead him to question everything he's been taught about the past and make choices that will define a future for apes and humans alike."
Kiyma: Orman Kanunlari,"Ömer, Tufan and Poyraz want to spend the summer in Bodrum and participate in a competition program. When they go to Bodrum, they participate in the eliminations of the competition. While experiencing the entertainment and nightlife on the one hand and the difficulties of the competition on the other, they face a bigger trouble."
Kleurenpalet 3: De Definitie Van Het Multiversum,"In the finale of 'Colour Palette 3: The Definition of the Multiverse', Nick and Pascal are hounded by the sinister presence of The Right Hand. The bad guys are not just obstacles; they are a menacing darkness that wants to rule the colorful multiverse. The tension is palpable as our heroes face terrifying forces that pose not only physical but also psychological threats. 'Colour Palette 3' promises to be a funny, emotional final volume full of fear and music in the face of terrifying enemies."
Knight,"Knight finds solace in the lost cave of the forgotten god Hekat, the Lost Hound, where Knight will starve the flesh and purge his soul, revisiting the wasteland of his past - a life of of loss, betrayal and futile conquest, so that on first light of the seventh day, he may join his family in the afterlife, assuming he can resist the treacherous temptations of the demon host Ammitnor, Devourer of Souls."
Kodaikanal,"3 friends plan to surprise the other two friends, and without prior notice, they get them to Kodaikanal."
Kral Sakir: Devler Uyandi,N/A
Kraven the Hunter,"Kraven's complex relationship with his ruthless father, Nikolai Kravinoff, starts him down a path of vengeance with brutal consequences, motivating him to become not only the greatest hunter in the world, but also one of its most feared."
Kung Fu Panda 4,"After Po is tapped to become the Spiritual Leader of the Valley of Peace, he needs to find and train a new Dragon Warrior, while a wicked sorceress plans to re-summon all the master villains whom Po has vanquished to the spirit realm."
Kvitebjørn,"The Polar Bear Prince is a modern and magnificent animated feature film based on one of Norway's most beloved fairytales. It's a story of love, greed and courage, set in the beautiful Norwegian scenery and packed with suspense, humour and music."
Kyle and the Last Emerald 2,"After Kyle and Jake got Kidnapped, Kyle finds out that Ed and Denny Tries to steal The Last Emerald to Doom the World. Kyle and Jake are having a quest to Stop them for stealing The Last Emerald."
L'Elisir di Leonardo da Vinci e la Banda del Buffardello,"Max Mosley, a rich American producer, tries to reunite the 'Buffardello Gang' for a new fun adventure after finding an old parchment signed by the great Leonardo da Vinci."
L'amore che conosco,"After being abused as a child, a young man pursues the only and humiliating love he knows. As he grows up, it becomes harder to find such love, but his isolated life in an unkind world is plagued by extreme consequences and loneliness due to this lack of love."
La Familia del Barrio: La Película,"A time traveler's blunder with Mexico's most important priest in 1810 alters history, erasing the Mexican Independence movement before it begins."
La bruja del bosque oscuro,"Four kids venture into the woods after rumors of a witch. One child goes missing, and while parents seek authorities, the kids believe the witch took her."
Lajjpal,"A compelling narrative following the journey of an ordinary individual seeking divine empowerment to combat the malevolence of evil forces. Fueled by a deep sense of purpose, our protagonist embarks on a transformed quest,"
Lakeside's Mission: Impossible,Ethan Hunt and his newly formed IMF team must track down a rogue agent before he unleashes a powerful weapon into the world.
Lapse,Two strangers inadvertently set in motion a chain of events that could unravel the very fabric of the world as they know it.
LasseMajas detektivbyrå - Maskoten som försvann,N/A
"Le Vrai Kaizen (Vod // La Cacabox Monte L'everest - Grimkujow, Potatoz, Mnkway, Diego, Hugo)",N/A
Le mystère de Waza,"Intrigued by mysterious disappearances in the brand-new Scientific University of the Sahel, 4 young Cameroonian friends decide to carry out the investigation - This will lead them to an archaeological treasure: The Waza National Park."
Les Nouveaux Candides,N/A
Let's Go! Anpanman: Baikinman and Lulun,N/A
Letuchiy korabl,"The Tsar is having his daughter Zabava marry a charmingly handsome and a handsomely charming Paul, a rich heir and a foreign fancy pants. However, it's a bit of a challenge, since Zabava wants a marriage of love, not of calculation. Her unexpected encounter with sailor Ivan, a simpleton yet an honest and endearing guy, messes up Paul's plans of snatching the crown. Deeply in love with the princess, Ivan enlists help from the residents of an enchanted forest to build a Flying Ship which would then take him and his beloved away. The brave sailor is in for serious confrontation with the sneaky Paul, who's using dark magic to bring his unwanted opponent down. However, true love is going to win this battle: with the evil mastermind punished, Ivan and Zabava step aboard the magic Flying Ship and set sail towards a new common dream of theirs."
Life with Quincy 3,N/A
Lo carga el diablo,Tristán is a frustrated writer who lives by writing inspirational phrases on sugar sachets. His routine life is turned upside down when he agrees to transport the frozen corpse of his troubled brother Simón from Asturias to Benidorm.
Longe da Estrada,N/A
Lost & Found,"Kevin, a jolly boy, lives happily with his family. He finds something mysterious and brings tragedy to himself and to the rest of his family. Despite being a jolly boy, he does not appreciate what he has. He always brings whatever he finds from outside to his home. However, this time ''the thing'' he brings from outside is not as innocent as he thinks... This changes his life and brings misery onto his entire family. Will he and the rest of his family members learn their lesson from this incident or not?"
Lost and Found,"In the heart of the great outdoors, a story of broken friendships and unresolved conflicts takes an unexpected turn. When Meggie, the center of a once-tight group of friends, passes away, she leaves behind a unique request: to bring together her estranged pals - April, Dakota, and Paris - who can't stand each other. Meggie's master plan unfolds posthumously, orchestrating a clever and coercive scavenger hunt within the heart of a sprawling national park. Trapped amidst the untamed wilderness, they're left with no choice but to navigate the rugged terrain, complete the challenges, and reconcile their differences along the way. Will they emerge from this test of friendship as a united force? Or will the unforgiving wilds expose their irreparable divisions, leaving them stranded not only in the heart of nature, but also lost in their fractured bond? Directed by Dianna Renée Written by Alikona Shizue Bradford with contributions by Amy Zubieta Starring Alikona Shizue Bradford, Amy Zubieta, Genevieve Fekson and Cuyapi Scott-Jacobson Additional Cast: DeShaude Barner, Evangelin Zubieta."
Lost on a Mountain in Maine,"A 12-year-old boy, separated from his family by a fast-moving storm, must fight to stay alive during his nine-day adventure lost in the backwoods of Maine."
Luccas e Gi em: Dinossauros,N/A
Luigi's Mansion,"After arriving at his new mansion, Luigi discovers that the mansion is infested with ghosts! With the help of professor E. Gadd Luigi must brave the terrors of the mansion to save his brother and prevent the return of the evil King Boo."
Lumina,"Lumina follows four friends desperately searching for their abductee friend in a DUMB. Whether they find their friend or not in the deserts of the US to the sands of the Sahara, will change their lives forever."
Lung ta - Cavalli al vento,N/A
Línguas de Fogo,N/A
Madeline & Silverfrost,N/A
Mai Martaba,Rival forces clash for the throne of the ancient kingdom of Jallaba.
Major Grom: The Game,"A year has passed since the defeat of the Plague Doctor, and Igor Grom has become a hero for the whole city. But now he is waiting for a fight with a new supervillain."
Mama,"Nikita, going through his first adult life crisis, accidentally finds a time portal. In an alternative world, he meets ""parallel"" relatives: his girlfriend, his deceased mother, and even himself. But before the door between the worlds closes irreversibly, in the most terrible and tragic circumstances, he must find a way out and correct the fatal mistakes he made in relation to his loved ones."
Man and Witch: The Dance of a Thousand Steps,"A goatherd seeks help from a witch to break a curse that prevents him from taking a wife, so she sets upon him a series of impossible tasks."
Manjummel Boys,"A group of friends get into a daring rescue mission to save their friend from Guna Caves, a perilously deep pit from where nobody has ever been brought back."
Manyunya. Priklyucheniya v Moskve,"The year is 1981. Manyunya has long dreamed of attending a concert of her favorite band ""Zemlyane"", but she could not imagine what incredible events and unexpected acquaintances await her and friends on Red Square, in the circus on Tsvetnoy Boulevard and in the parks of the capital."
Manyunya. Priklyucheniya v derevne,"Manyunya, Narine and Karine go to the village to visit their grandmother for the summer holidays, where they face boring and monotonous days, but unexpected events force them to look at village life in a new way."
Marianengraben,"Since her little brother Tim drowned in Trieste, Paula has lost the will to live. When she encounters old Helmut, a widower who wants to drive the ashes of his late wife to South Tyrol, she sees a way out - to go to Trieste and take her own life on Tim's birthday. But during the journey, an unexpected friendship develops with Helmut - and her lust for life is reborn."
Marraia,"In Burarama, in the late 1960s, brothers Marcelo and Lua face an epic defeat in a marbles game against Baloni, the region's best player. Marcelo, however, refuses to accept the outcome and challenges his rival to a rematch - with one condition: they must wager 300 marbles in just ten days. Marcelo embarks on a true journey to gather the marbles, testing his intelligence, persistence, and character, and ultimately discovering that this adventure goes far beyond simple marbles. The film thus offers a reflection on the process of maturation, the relationship with time, and the discovery of the world, both for children and adults."
Masha and the Bear. Wonder Park,"Masha, Dasha and the Bear are going on a new exciting adventure to the Wonder Park, where a day full of exciting rides and incredible encounters awaits them. Dasha really wants to get to the show, so she is aiming to win all the quests in the park, Masha is just looking for maximum fun, and the Bear is seriously determined to test his ""smart"" camera. But everything does not go quite according to their plan."
Maverick from the Edge,"Mount Triglav has a special place in Slovenian national identity. The film is a tale of this mythological mountain, and the race between Slovenian and foreign mountaineers for the championship of the prestigious North Triglav Wall."
"Maya, donne-moi un titre",A father and daughter maintain their bond despite living in different countries through an imaginative nightly ritual where she suggests a title and he creates short animated films starring her as the hero.
Meanwhile on Earth,"A 23-year-old girl is contacted by an unknown life form claiming to be able to bring her older brother, who disappeared during a space mission, safely back to Earth."
Megamind vs. The Doom Syndicate,"Megamind's former villain team, The Doom Syndicate, has returned. Newly crowned hero Megamind's must now keep up evil appearances until he can assemble his friends to stop his former evil teammates from launching Metro City to the Moon."
Melissa's Birthday,"Karen McKarenson plans to bust out of jail to ruin the Birthday of her former daughter, Melissa, who was adopted by Childish Dad's family. She teams up with her best friend Miranda, along with villains from other universes. It is up to Dave, Ryan Santiago, Cesar Rosas Jr. to save her and the Multiverse."
Memes & Nightmares,"NBA Twitter king's quest unravels the fleeting nature of online content and human bonds in the digital era, shaping our ephemeral connections."
Meorisogeul,"A dreamlike odyssey of directors who create stories that unfold endlessly, like a story with a lost ending. When Yeon-joo discovers that Seon-min's film is the same story she created, she joins him on a journey to discover the truth."
Mera Number Beess,"Raju and his friends Saddam, Riaz, Chitti, and Parsha live in a village and enjoy roaming around the town. He loves Chitra and proposes to her. Chitra agrees. Sometimes, she takes money from Raju."
Mesken (Messuage),"Famous actor Yakup meets Russian Melanie. They go to a mountain house together. In 1991, a fire broke out in that house and Jacob built a new one years later. Everything starts in that deserted house with the secret of ""Lorem Ipsum Dolor""."
Militant Monster 2024,"The story of a rescue team led by Fan Ye and Zhang Ming, braving the rain of alien creatures, constantly overcoming difficult problems, going through hardships, and finally successfully rescued the, alien weapon research scientist Dr. Xia."
Minecraft But I Survive Again in Parkour Civilization,Being Champion of Parkour Civilization isn't all it's cracked up to be. Evbo learns this well when he finds a mysterious bridge leading to a lost civilization. Old and new enemies collide in the next installment of Parkour Civilization.
Moana 2,"After receiving an unexpected call from her wayfinding ancestors, Moana must journey to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced."
Mobile Suit Gundam SEED Freedom,"Lacus Clyne becomes president of a peace monitoring organization, but things are not quite what they seem."
Mobile Suit Gundam: Silver Phantom,"U.C. 0096. Argent Keil, an unofficial mercenary organization affiliated with neither the Federation nor Zeon, has been commissioned to assassinate Azami Megine, a high-ranking Federation official. The request comes from the Federation Forces, who cannot allow the reality of Azami's collusion with Zeon to be made public, but just before they were to set out, their fleet was attacked by none other than a Federation Forces' Jegan unit. In the midst of this extremely chaotic situation, a silver Gundam secretly owned by Argent Keil is launched into space."
Mong Vuot,"CLAWS brings audiences to a wild picnic party of a group of buddies in the forest. However, the party quickly turns to a fight for survival between them and a dangerous beast. It's fierce, fast and always knows where ""you"" are."
Monster Summer,"When a mysterious force begins to disrupt their big summer fun, a group of friends team up with a retired police detective to embark on an adventure to save their island."
Montis Momentum,"Montis Momentum is Ukraine's first back-country film.It's a journey through majestic peaks, ancient traditions, and mountain wisdom - raising awareness about ecology and shaping a mindful, future-ready riding culture in the Carpathians."
"Montserrat, Integral 107",Two climbing friends explore the magical Montserrat massif with the aim of drawing a line that links all the peaks in its silhouette.
Mortadella,"Roberto, a silent comedy hero, dies after a burglary gone wrong and meets the Grim Reaper. They embark on an odyssey across the realm of the dead, in the hopes of going back to his love, Maria."
Mountain Boy,"Suhail, a young Emirati boy with Autism, flees to live in the Fujairah mountains after his father shuns him, not understanding his determination. Pinned with the confusing sadness that his mother died in childbirth with him, Suhail's perspective of the world is more nuanced - he is at one with nature, understands empathy, and has a kindness that infiltrates those who engage with him. Adamant to find his mother's family in Abu Dhabi, Suhail makes the epic journey, with his new friend Barakah, an Arabian Saluki, to find acceptance, family, and redemption."
Mouse Tales Movie 2,"Little Mickey finds a yin and yang news, and if the found all 4 peices they will get 25M$ reward. Will they get it, or has Little Mickey ate the wrong cheese again. And will Donald Jr Return? Find out in the squeal of Mouse Tales"
Moving Targets,"In spite of a broken and fallen world, hope is found through a historical book."
Moy dikiy drug,"Sasha finds a baby fox in a trap. Having learned that poachers are hunting for it, the boy hides him deep in the forest and begins to nurse him. This begins a touching and adventurous story about friendship, responsibility and justice."
Moy lyubimyy chempion,"Jonathan was once a champion. A handsome stallion, his master's faithful horse, the favorite of his little daughter Sasha. But one day everything changed. During a fire in the stable, the owner died while saving his horse. Time has passed, but it's as if something has gone out in Jonathan himself, and only 13-year-old Sasha still believes in him. Trouble made these two inseparable. Sasha, who misses her dead father, has found her closest friend in Jonathan. And when she is offered to betray him and compete on another horse, she chooses to go to victory with Jonathan. Despite the falls and disbelief of others. After all, they can only rise and take off together, as her father taught her - they don't abandon their friends."
Mr. Blue Shirt: The Inspiration,"When the god Eracles learns of his forced resignation from the Great God Council; he becomes highly irate, corrupt, and more powerful. Little do his peers know that this one action would lead into a great amount of many crazy acts to follow, mainly a great war between planets, realms, and other secret places. Meet Mr. Blue Shirt, he is one of the main products of creation by Eracles, now known as the Story-Teller. Mr. Blue Shirt was simply created from a basic written thought from the ST, as were many others. These fictional characters are born into reality and really aren't so 'fictional' after all. What happens when you place one of these characters onto a real, unwritten planet? A major problem. The ruler of Earth, a god, not known by its inhabitants as Holy, but just simply as God, sees this as a major conflict."
Mufasa: The Lion King,"Mufasa, a cub lost and alone, meets a sympathetic lion named Taka, the heir to a royal bloodline. The chance meeting sets in motion an expansive journey of a group of misfits searching for their destiny."
Mukhadrakon,"10-year-old Lyosha is a fragile, dreamy boy who decides to commit a crime for the sake of his classmate Liza. After her mother got married and flew to another country, the girl suddenly stopped growing. Lyosha steals her mother's brooch in the shape of a dragonfly in order to sell it and buy Liza a ticket to her mother. Amazing adventures and difficult challenges await all participants in Operation Mukhadrakon."
Mult v kino. Vypusk # 168: Idyom na piknik!,"Spring is in full swing, the sun is warming up, the buds are blooming, and Rosinka, Umych and Fidget have gathered in nature to have a picnic. Just when the guys decided to have a lot of fun, Fidget was attacked by a snake. Together with our presenters, we will learn how to deal with wild reptiles, sing a funny road song, learn cool games that you can play in nature, solve five new riddles about spring and learn many useful tips for ""survival in the wild."""
Mult v kino. Vypusk # 174. Dobrye dela!,"Kesha will learn what an echo is, cats and dogs will play with a supercar, Tim and Tom will look for the Moon Flower, the Chirikins will go to Grandpa's for a holiday, and the Fairytale Patrol will want to do a good deed, but accidentally help steal a teleporter."
My Fathers' Daughter,"Set in Norway's northern reaches, the story centers on Elvira, a Sami teen. Convinced her mother conceived at a Danish clinic, her life shifts when her true father emerges, forever altering her world."
My Freaky Family,"Betty Flood, a preteen with musical talents and magical abilities, struggles to fit in with her unconventional family. As she approaches her 13th birthday, she unravels family secrets, embracing her unique identity."
My Hero Academia: You're Next,"Deku, Bakugo, Todoroki and the rest of U.A. High Class 1-A must face off against Dark Might and the obscure crime organisation under his control, the Gollini Family."
My New Country Biacuimyneco,Frustrated boy plans to make a new country where he can live his life in his own way. But he finds life is not easy anywhere on this planet.
My Oni Girl,A high school student's life takes an unexpected turn when he meets an oni (demon) girl on a quest in the human world.
